,root:Host-associated,Unknown
SRR6394138,0.9937414,0.006258607
ERR2784838,0.9937414,0.006258607
ERR1384416,0.9937414,0.006258607
SRR1617913,0.9937414,0.006258607
SRR7448687,0.9937414,0.006258607
ERR526011,0.9937414,0.006258607
SRR2046659,0.9937414,0.006258607
SRR6408842,0.9937414,0.006258607
SRR3037320,0.9937414,0.006258607
SRR2046688,0.9937414,0.006258607
SRR1617970,0.9937414,0.006258607
ERR2511589,0.9937414,0.006258607
ERR1382323,0.9937414,0.006258607
ERR2738693,0.9937414,0.006258607
ERR441197,0.9937414,0.006258607
ERR866549,0.9937414,0.006258607
ERR1315500,0.9937414,0.006258607
SRR996705,0.9937414,0.006258607
SRR5644014,0.9937415,0.0062584877
DRR050812,0.9937414,0.006258607
DRR050934,0.9937414,0.006258607
DRR060315,0.9937414,0.006258607
ERR1310083,0.9937414,0.006258607
SRR1556841,0.9937415,0.0062584877
DRR043827,0.9937414,0.006258607
SRR6038527,0.9937414,0.006258607
SRR1617924,0.9937414,0.006258607
SRR7448622,0.9937414,0.006258607
ERR719622,0.9937414,0.006258607
ERR1314530,0.9937414,0.006258607
ERR1309610,0.9937414,0.006258607
SRR3362112,0.9937414,0.006258607
SRR7449405,0.9937414,0.006258607
SRR6436908,0.9937414,0.006258607
ERR1913252,0.9937414,0.006258607
ERR1315353,0.9937414,0.006258607
SRR6264752,0.9937414,0.006258607
ERR2738851,0.9937414,0.006258607
ERR1681532,0.9937414,0.006258607
ERR1987728,0.9937414,0.006258607
SRR1922989,0.9937413,0.006258726
SRR3647637,0.9937414,0.006258607
SRR1715599,0.9937414,0.006258607
ERR2738582,0.9937414,0.006258607
ERR1310442,0.9937414,0.006258607
SRR994699,0.9937414,0.006258607
SRR3094862,0.9937414,0.006258607
SRR5156163,0.9937414,0.006258607
ERR1960710,0.9937414,0.006258607
ERR1385248,0.9937414,0.006258607
SRR6408607,0.9937414,0.006258607
ERR531944,0.9937414,0.006258607
SRR5156095,0.9937414,0.006258607
SRR5467929,0.9937414,0.006258607
SRR6408991,0.9937414,0.006258607
SRR3501968,0.9937414,0.006258607
SRR505175,0.9937414,0.006258607
SRR7449330,0.9937408,0.006259203
ERR441453,0.9937414,0.006258607
ERR1314206,0.9937414,0.006258607
ERR441520,0.9937414,0.006258607
ERR107105,0.99374145,0.0062585473
ERR1624634,0.9937414,0.006258607
ERR1383983,0.9937414,0.006258607
ERR500981,0.9937414,0.006258607
SRR6367331,0.9937414,0.006258607
SRR6444720,0.9937414,0.006258607
ERR1960693,0.9937414,0.006258607
SRR1175846,0.9937414,0.006258607
SRR5947863,0.9937414,0.006258607
SRR3951038,0.99374145,0.0062585473
SRR2145539,0.9937414,0.006258607
SRR6028253,0.9937414,0.006258607
DRR068068,0.9937415,0.0062584877
ERR1811249,0.9937414,0.006258607
SRR5699244,0.9937414,0.006258607
SRR7449192,0.9937414,0.006258607
SRR7449378,0.9937414,0.006258607
ERR441021,0.9937413,0.006258726
SRR3732482,0.9937414,0.006258607
ERR499707,0.9937414,0.006258607
ERR1111232,0.9937414,0.006258607
SRR2657987,0.9937414,0.006258607
SRR6409028,0.99374145,0.0062585473
ERR1960760,0.9937414,0.006258607
DRR047494,0.9937414,0.006258607
SRR994709,0.9937414,0.006258607
SRR1924004,0.9937414,0.006258607
SRR7448700,0.9937414,0.006258607
ERR1384653,0.9937414,0.006258607
ERR2730347,0.9937414,0.006258607
SRR7449017,0.9937414,0.006258607
SRR3030643,0.9937414,0.006258607
SRR1515163,0.9937414,0.006258607
ERR1385345,0.9937414,0.006258607
ERR579793,0.9937414,0.006258607
ERR579459,0.9937414,0.006258607
ERR2261895,0.9937414,0.006258607
DRR047388,0.9937414,0.006258607
SRR995730,0.9937414,0.006258607
ERR441436,0.9937414,0.006258607
ERR1309665,0.9937414,0.006258607
SRR6414221,0.9937409,0.0062590837
SRR5520576,0.9937414,0.006258607
ERR2011981,0.9937414,0.006258607
SRR6412103,0.9937414,0.006258607
SRR5699502,0.9937414,0.006258607
ERR1971226,0.9937414,0.006258607
DRR014364,0.9937414,0.006258607
ERR209579,0.9937415,0.0062584877
SRR6444879,0.9937414,0.006258607
SRR7449428,0.9937414,0.006258607
SRR920955,0.9937414,0.006258607
ERR1385556,0.9937414,0.006258607
ERR499593,0.9937414,0.006258607
SRR6931168,0.9937414,0.006258607
ERR1314795,0.9937414,0.006258607
SRR5155816,0.9937414,0.006258607
SRR5983447,0.9937414,0.006258607
SRR1923795,0.9937414,0.006258607
SRR387992,0.99374115,0.0062588453
DRR018711,0.9937371,0.0062628984
SRR7453985,0.9933126,0.0066874027
ERR531918,0.9937414,0.006258607
ERR499036,0.9937414,0.006258607
ERR561326,0.9937414,0.006258607
ERR500741,0.9937414,0.006258607
ERR579737,0.9937414,0.006258607
DRR048008,0.9937415,0.0062584877
ERR450844,0.9937414,0.006258607
SRR6932529,0.9937414,0.006258607
ERR498982,0.9937414,0.006258607
ERR499818,0.9937414,0.006258607
ERR501366,0.9937414,0.006258607
ERR2739397,0.9937414,0.006258607
SRR5868682,0.9937414,0.006258607
ERR209711,0.9937414,0.006258607
SRR7449388,0.9937414,0.006258607
SRR1632991,0.9937414,0.006258607
ERR498758,0.9937414,0.006258607
ERR209561,0.9937414,0.006258607
ERR441699,0.9937414,0.006258607
SRR919929,0.9937414,0.006258607
ERR501079,0.9937414,0.006258607
DRR043737,0.9937414,0.006258607
SRR5467758,0.9937414,0.006258607
ERR2002343,0.9937414,0.006258607
SRR2086746,0.9937414,0.006258607
ERR719217,0.9937414,0.006258607
SRR3030538,0.9937414,0.006258607
SRR6264098,0.9937414,0.006258607
ERR1960657,0.9937414,0.006258607
ERR522494,0.9937414,0.006258607
ERR2198048,0.9937414,0.006258607
ERR1811168,0.9937414,0.006258607
ERR2003095,0.9937414,0.006258607
SRR994737,0.9937414,0.006258607
ERR1019704,0.9937415,0.0062584877
SRR7448741,0.9937414,0.006258607
ERR500323,0.9937414,0.006258607
ERR1384356,0.9937414,0.006258607
SRR995418,0.9937414,0.006258607
ERR867082,0.9937414,0.006258607
SRR2145405,0.9937414,0.006258607
ERR1328398,0.9937414,0.006258607
SRR2086801,0.9937414,0.006258607
SRR3951255,0.9937304,0.006269574
DRR030522,0.9937414,0.006258607
SRR3647747,0.9937414,0.006258607
ERR444344,0.9937415,0.0062584877
ERR2730386,0.9937414,0.006258607
DRR050865,0.9937414,0.006258607
ERR521445,0.9937414,0.006258607
SRR6054662,0.9937414,0.006258607
SRR2658807,0.9937414,0.006258607
ERR719872,0.9937414,0.006258607
SRR7449343,0.9937414,0.006258607
SRR3727634,0.9937414,0.006258607
SRR387981,0.9937414,0.006258607
ERR1309976,0.9937414,0.006258607
SRR5165989,0.9937414,0.006258607
SRR6409055,0.9937414,0.006258607
ERR498798,0.9937414,0.006258607
SRR2981432,0.9937414,0.006258607
SRR2046639,0.9937414,0.006258607
ERR209310,0.9937414,0.006258607
ERR1383645,0.9937414,0.006258607
ERR1313553,0.9937414,0.006258607
SRR6408634,0.9937414,0.006258607
ERR719424,0.9937414,0.006258607
SRR2144032,0.9937414,0.006258607
ERR1383316,0.9937414,0.006258607
ERR501278,0.9937414,0.006258607
ERR209784,0.9937414,0.006258607
ERR1315641,0.9937414,0.006258607
DRR024145,0.9937413,0.006258726
SRR3732507,0.9937414,0.006258607
SRR5156052,0.9937414,0.006258607
SRR7449075,0.9937414,0.006258607
ERR2784847,0.9937414,0.006258607
SRR6367225,0.99346197,0.0065380335
ERR1987752,0.9937414,0.006258607
SRR3503286,0.9937414,0.006258607
ERR1912999,0.9937414,0.006258607
SRR2145333,0.9937414,0.006258607
SRR2086816,0.9937414,0.006258607
DRR030580,0.9937414,0.006258607
DRR043731,0.9937414,0.006258607
SRR6408621,0.9937414,0.006258607
ERR719280,0.9937414,0.006258607
ERR499985,0.9937414,0.006258607
SRR6444610,0.9937414,0.006258607
SRR5868636,0.9937414,0.006258607
ERR443413,0.9937414,0.006258607
SRR1632331,0.9937414,0.006258607
ERR2511572,0.9937414,0.006258607
ERR500143,0.9937414,0.006258607
SRR8356394,0.9937414,0.006258607
SRR1618144,0.9937414,0.006258607
ERR867108,0.9937414,0.006258607
SRR8356228,0.9937414,0.006258607
ERR2095568,0.9937414,0.006258607
ERR1398100,0.9937414,0.006258607
SRR6932356,0.9937414,0.006258607
SRR6309292,0.9937414,0.006258607
SRR3053299,0.9937414,0.006258607
ERR500343,0.9937414,0.006258607
SRR5525186,0.9937414,0.006258607
ERR500118,0.9937414,0.006258607
SRR6411847,0.9937414,0.006258607
SRR3094830,0.9937414,0.006258607
SRR6148411,0.9937414,0.006258607
ERR498991,0.9937414,0.006258607
ERR498529,0.9937414,0.006258607
SRR3503322,0.9937414,0.006258607
ERR1384569,0.9937414,0.006258607
SRR7448611,0.9937414,0.006258607
ERR441092,0.9937414,0.006258607
SRR3361553,0.9937414,0.006258607
ERR531791,0.9937414,0.006258607
ERR1109578,0.9937413,0.006258726
ERR2739388,0.9937414,0.006258607
SRR6028190,0.9937414,0.006258607
SRR1556811,0.9937414,0.006258607
ERR2002188,0.9937414,0.006258607
ERR498610,0.9937414,0.006258607
ERR1310980,0.9937414,0.006258607
SRR1631385,0.9937414,0.006258607
ERR3040027,0.9937414,0.006258607
ERR2003210,0.9937414,0.006258607
ERR2730221,0.9937414,0.006258607
SRR5644030,0.9937413,0.006258726
SRR2658700,0.9937414,0.006258607
ERR2738857,0.9937414,0.006258607
ERR579836,0.9937414,0.006258607
DRR047362,0.9937415,0.0062584877
ERR1383590,0.9937414,0.006258607
ERR719107,0.9937414,0.006258607
DRR042868,0.99374145,0.0062585473
DRR043780,0.9937414,0.006258607
DRR050774,0.9937414,0.006258607
ERR1811162,0.9937414,0.006258607
ERR1624704,0.9937414,0.006258607
SRR2010435,0.9937414,0.006258607
SRR2657994,0.9937414,0.006258607
SRR6931163,0.9937414,0.006258607
DRR042909,0.9937414,0.006258607
SRR3419463,0.9937414,0.006258607
SRR6931893,0.9937414,0.006258607
SRR2155015,0.9937414,0.006258607
ERR1311639,0.9937414,0.006258607
ERR579742,0.9937414,0.006258607
ERR719746,0.9937414,0.006258607
SRR6932179,0.9937414,0.006258607
DRR014340,0.9937414,0.006258607
SRR1556855,0.9937414,0.006258607
SRR505262,0.9937414,0.006258607
SRR6451780,0.9937414,0.006258607
ERR500208,0.9937414,0.006258607
SRR6931865,0.99374104,0.0062589645
ERR1382501,0.9937414,0.006258607
ERR1315312,0.9937414,0.006258607
ERR1384239,0.9937414,0.006258607
SRR2657977,0.9937414,0.006258607
ERR209641,0.9937414,0.006258607
ERR2784772,0.9937415,0.0062584877
ERR1382400,0.9937414,0.006258607
ERR498677,0.9937414,0.006258607
ERR441582,0.9937414,0.006258607
SRR1923892,0.9937414,0.006258607
ERR1315412,0.9937414,0.006258607
SRR6409286,0.9937414,0.006258607
ERR1760134,0.9937414,0.006258607
ERR2511150,0.9937414,0.006258607
SRR6414380,0.9937414,0.006258607
SRR7636094,0.9937414,0.006258607
ERR1315409,0.9937414,0.006258607
ERR1760004,0.9937414,0.006258607
ERR441346,0.9937414,0.006258607
SRR6411942,0.9937414,0.006258607
DRR029231,0.9937414,0.006258607
ERR2511208,0.9937414,0.006258607
SRR6054612,0.9937414,0.006258607
SRR2145299,0.9937414,0.006258607
ERR2511502,0.9937414,0.006258607
SRR7453520,0.9937414,0.006258607
SRR6264367,0.9937414,0.006258607
SRR5165665,0.9937414,0.006258607
ERR501222,0.9937414,0.006258607
ERR499754,0.9937414,0.006258607
SRR8356392,0.9937415,0.0062584877
SRR3992169,0.9937414,0.006258607
ERR2511495,0.9937414,0.006258607
SRR920740,0.9937414,0.006258607
DRR018653,0.9937391,0.006260872
ERR579738,0.9937414,0.006258607
ERR2286283,0.9937414,0.006258607
SRR1618222,0.9937414,0.006258607
SRR505154,0.9937414,0.006258607
ERR1310829,0.9937414,0.006258607
ERR1310807,0.9937414,0.006258607
SRR6931225,0.9937414,0.006258607
DRR044315,0.9937414,0.006258607
SRR2924527,0.9937414,0.006258607
ERR1109618,0.9937414,0.006258607
ERR2739368,0.9937414,0.006258607
SRR6264789,0.9937414,0.006258607
SRR3361684,0.9937414,0.006258607
SRR7453298,0.9937414,0.006258607
SRR6451779,0.9937414,0.006258607
SRR1923923,0.9937414,0.006258607
SRR996243,0.9937414,0.006258607
SRR3361688,0.9937414,0.006258607
DRR030578,0.9937414,0.006258607
SRR7453437,0.9937414,0.006258607
DRR030590,0.9937414,0.006258607
SRR6444051,0.9937415,0.0062584877
SRR2761089,0.99373794,0.006262064
SRR6264722,0.9937414,0.006258607
ERR1315005,0.9937414,0.006258607
ERR705795,0.9937414,0.006258607
ERR983898,0.9937414,0.006258607
SRR919639,0.9937414,0.006258607
ERR1311216,0.9937414,0.006258607
SRR5983320,0.9937414,0.006258607
SRR3191016,0.9937414,0.006258607
SRR1630937,0.9937414,0.006258607
SRR3647772,0.9937414,0.006258607
ERR1311443,0.9937414,0.006258607
SRR1950741,0.9937414,0.006258607
SRR6264464,0.9937414,0.006258607
SRR6264986,0.9937414,0.006258607
ERR1310845,0.9937414,0.006258607
SRR1631286,0.9937414,0.006258607
ERR500227,0.9937414,0.006258607
SRR5155815,0.9937414,0.006258607
SRR2010429,0.9937414,0.006258607
ERR2739236,0.9937414,0.006258607
SRR8356317,0.9937414,0.006258607
SRR2145343,0.9937414,0.006258607
DRR014365,0.9937414,0.006258607
SRR995982,0.9937414,0.006258607
ERR2368792,0.9937414,0.006258607
ERR1811309,0.9937414,0.006258607
SRR3095140,0.9937414,0.006258607
SRR5467715,0.9937414,0.006258607
SRR7449023,0.9937414,0.006258607
ERR441526,0.9937414,0.006258607
ERR441615,0.9937414,0.006258607
SRR3503377,0.9937414,0.006258607
SRR6931645,0.9937414,0.006258607
SRR3053386,0.9937414,0.006258607
SRR7449244,0.9937414,0.006258607
SRR2154981,0.99374133,0.0062586665
ERR520765,0.9937414,0.006258607
ERR522432,0.9937414,0.006258607
SRR5468023,0.9937414,0.006258607
ERR1314256,0.9937414,0.006258607
SRR5165976,0.9937414,0.006258607
ERR498791,0.9937414,0.006258607
DRR044240,0.9937414,0.006258607
DRR047361,0.9937414,0.006258607
DRR043171,0.9937414,0.006258607
SRR1617700,0.9937414,0.006258607
SRR6054615,0.9937414,0.006258607
SRR6932339,0.9937414,0.006258607
SRR6931926,0.9937414,0.006258607
SRR920973,0.9937414,0.006258607
SRR6038386,0.9937414,0.006258607
ERR499451,0.9937414,0.006258607
ERR2198061,0.9937414,0.006258607
SRR6444577,0.9937414,0.006258607
ERR1309990,0.9937414,0.006258607
SRR1949108,0.9937414,0.006258607
SRR6931904,0.9937414,0.006258607
SRR6932071,0.9937415,0.0062584877
SRR1632486,0.9937414,0.006258607
DRR047884,0.9937414,0.006258607
ERR1913057,0.9937414,0.006258607
ERR2511374,0.9937414,0.006258607
ERR107209,0.9937411,0.006258905
SRR919553,0.9937414,0.006258607
ERR2738569,0.9937414,0.006258607
ERR451525,0.9937414,0.006258607
ERR451171,0.9937414,0.006258607
ERR532110,0.9937414,0.006258607
SRR4303606,0.9937415,0.0062584877
ERR1297837,0.9937414,0.006258607
SRR1631519,0.9937414,0.006258607
SRR3030579,0.9937414,0.006258607
ERR209833,0.9937414,0.006258607
SRR2658245,0.9937414,0.006258607
SRR4303783,0.9937413,0.006258726
DRR043096,0.99374145,0.0062585473
SRR6316008,0.9937414,0.006258607
ERR498628,0.9937414,0.006258607
DRR050920,0.9937414,0.006258607
SRR6309239,0.9937414,0.006258607
SRR6038377,0.9937414,0.006258607
ERR579499,0.9937414,0.006258607
SRR5869694,0.9937414,0.006258607
ERR561297,0.9937414,0.006258607
DRR048145,0.9937415,0.0062584877
SRR6413960,0.9937414,0.006258607
SRR3581158,0.9937414,0.006258607
SRR7449152,0.9937414,0.006258607
ERR498534,0.9937414,0.006258607
SRR3503397,0.9937414,0.006258607
SRR4303576,0.9937414,0.006258607
SRR7448992,0.9937414,0.006258607
ERR1624632,0.9937414,0.006258607
SRR6365011,0.9937414,0.006258607
ERR1971238,0.9937414,0.006258607
ERR500337,0.9937414,0.006258607
SRR5415584,0.9937414,0.006258607
ERR365845,0.9937414,0.006258607
SRR2761195,0.9937414,0.006258607
SRR6444113,0.9937414,0.006258607
ERR1760104,0.9937414,0.006258607
ERR1383541,0.9937414,0.006258607
ERR1310655,0.9937414,0.006258607
DRR030594,0.9937414,0.006258607
ERR1611393,0.9937414,0.006258607
ERR2003165,0.9937414,0.006258607
ERR719643,0.9937414,0.006258607
ERR1384895,0.9937414,0.006258607
ERR1385355,0.9937414,0.006258607
SRR5868829,0.9937414,0.006258607
ERR2666909,0.9937414,0.006258607
SRR1660120,0.9937414,0.006258607
SRR5699420,0.9937414,0.006258607
SRR920192,0.9937414,0.006258607
ERR1310880,0.9937414,0.006258607
ERR500043,0.9937414,0.006258607
SRR1617693,0.9937414,0.006258607
DRR043091,0.9937414,0.006258607
ERR719256,0.9937414,0.006258607
ERR442976,0.9937414,0.006258607
ERR441240,0.9937414,0.006258607
ERR1529702,0.9937414,0.006258607
ERR1811318,0.9937414,0.006258607
ERR450709,0.9937414,0.006258607
SRR1632325,0.9937414,0.006258607
DRR048191,0.9937414,0.006258607
SRR5165970,0.9937414,0.006258607
SRR6038544,0.9937414,0.006258607
ERR1760063,0.9937414,0.006258607
SRR6408879,0.9937414,0.006258607
SRR6264679,0.9937414,0.006258607
ERR2739112,0.9937414,0.006258607
SRR6309278,0.9937414,0.006258607
ERR1328402,0.9937414,0.006258607
SRR7453777,0.9937414,0.006258607
SRR1631716,0.9937414,0.006258607
SRR6414293,0.9937415,0.0062584877
ERR1385340,0.9937414,0.006258607
ERR1383811,0.9937414,0.006258607
SRR996268,0.9937414,0.006258607
SRR6365036,0.9937414,0.006258607
ERR1310846,0.9937414,0.006258607
SRR6932308,0.9937414,0.006258607
ERR521421,0.9937414,0.006258607
ERR521426,0.9937414,0.006258607
SRR7449225,0.993672,0.0063279867
ERR867163,0.9937414,0.006258607
ERR2538446,0.9937414,0.006258607
ERR560830,0.9937414,0.006258607
SRR5869793,0.9937414,0.006258607
ERR532144,0.9937414,0.006258607
ERR441302,0.9937414,0.006258607
SRR6411606,0.9937414,0.006258607
DRR018791,0.99374104,0.0062589645
DRR041924,0.9937414,0.006258607
SRR7449145,0.9937414,0.006258607
SRR3362298,0.9937414,0.006258607
ERR2002052,0.9937414,0.006258607
SRR505248,0.9937414,0.006258607
SRR2761299,0.9937414,0.006258607
ERR1385437,0.9937414,0.006258607
SRR8356280,0.9937414,0.006258607
SRR1618116,0.9937414,0.006258607
ERR1310738,0.9937414,0.006258607
SRR1704717,0.9937414,0.006258607
DRR047704,0.9937414,0.006258607
ERR531699,0.9937414,0.006258607
SRR934622,0.9937414,0.006258607
DRR042822,0.9937414,0.006258607
SRR6416494,0.99374145,0.0062585473
SRR5699345,0.9937414,0.006258607
SRR2046560,0.99374145,0.0062585473
ERR2730337,0.9937414,0.006258607
ERR498857,0.9937414,0.006258607
SRR5983423,0.9937414,0.006258607
ERR1383662,0.9937414,0.006258607
ERR1383832,0.9937414,0.006258607
