,root:Host-associated:Human,Unknown
ERR522346,0.9999927,7.2717667e-06
SRR5869031,0.9999927,7.2717667e-06
ERR531905,0.9999927,7.2717667e-06
ERR368866,0.9999927,7.2717667e-06
ERR1383707,0.9999927,7.2717667e-06
ERR561535,0.9999927,7.2717667e-06
SRR6028492,0.9999927,7.2717667e-06
ERR719050,0.9999927,7.2717667e-06
SRR3503241,0.9999927,7.2717667e-06
ERR1111221,0.9999927,7.2717667e-06
ERR522289,0.9999927,7.2717667e-06
ERR883392,0.9999927,7.2717667e-06
ERR500507,0.9999927,7.2717667e-06
SRR6411742,0.9999927,7.2717667e-06
SRR1660240,0.9999927,7.2717667e-06
ERR520689,0.9999927,7.2717667e-06
SRR1299238,0.9999927,7.2717667e-06
ERR500414,0.9999927,7.2717667e-06
ERR1382945,0.9999927,7.2717667e-06
ERR867328,0.9999927,7.2717667e-06
SRR1949182,0.9999927,7.2717667e-06
ERR1960734,0.9999927,7.2717667e-06
ERR525690,0.9999927,7.2717667e-06
ERR1311332,0.9999927,7.2717667e-06
ERR2538436,0.9999927,7.2717667e-06
SRR7453648,0.9999927,7.2717667e-06
SRR3037197,0.9999927,7.2717667e-06
ERR501321,0.9999927,7.2717667e-06
ERR139064,0.9999927,7.2717667e-06
SRR346867,0.99999267,7.3313713e-06
SRR5415580,0.9999927,7.2717667e-06
SRR5699356,0.9999927,7.2717667e-06
ERR107139,0.9999927,7.2717667e-06
ERR1313486,0.99999285,7.1525574e-06
SRR6264291,0.9999927,7.2717667e-06
SRR1618138,0.9999927,7.2717667e-06
SRR5869639,0.9999927,7.2717667e-06
SRR3095126,0.9999927,7.2717667e-06
SRR6411848,0.9999927,7.2717667e-06
SRR921144,0.9999927,7.2717667e-06
ERR1310076,0.9999927,7.2717667e-06
SRR5178125,0.9999927,7.2717667e-06
SRR6874301,0.9999927,7.2717667e-06
SRR995080,0.9999927,7.2717667e-06
ERR1913089,0.9999927,7.2717667e-06
SRR2761256,0.9999927,7.2717667e-06
SRR1922984,0.9999927,7.2717667e-06
ERR2624800,0.9999927,7.2717667e-06
SRR5699364,0.9999927,7.2717667e-06
ERR209872,0.9999927,7.2717667e-06
SRR1922557,0.9999927,7.2717667e-06
SRR995603,0.9999927,7.2717667e-06
DRR048110,0.9999927,7.2717667e-06
SRR3951204,0.9999927,7.2717667e-06
ERR1109454,0.9999927,7.2717667e-06
SRR6054681,0.9999927,7.2717667e-06
ERR1310367,0.9999927,7.2717667e-06
DRR018684,0.9999927,7.2717667e-06
ERR522335,0.9999927,7.2717667e-06
ERR1384627,0.9999927,7.2717667e-06
SRR3501959,0.9999927,7.2717667e-06
ERR867137,0.9999927,7.2717667e-06
ERR1384374,0.9999927,7.2717667e-06
ERR719510,0.9999927,7.2717667e-06
DRR042888,0.9999927,7.2717667e-06
ERR1383466,0.9999927,7.2717667e-06
SRR3938019,0.9999927,7.2717667e-06
SRR388081,0.9999927,7.2717667e-06
SRR3361675,0.9999927,7.2717667e-06
SRR3201875,0.9999927,7.2717667e-06
SRR7453344,0.9999927,7.2717667e-06
ERR1310282,0.9999927,7.2717667e-06
ERR2511686,0.9999927,7.2717667e-06
SRR5178104,0.9999927,7.2717667e-06
SRR346828,0.9999927,7.2717667e-06
SRR6264936,0.9999927,7.2717667e-06
ERR1913063,0.9999927,7.2717667e-06
SRR1923925,0.9999927,7.2717667e-06
SRR6443913,0.9999927,7.2717667e-06
SRR2046653,0.9999927,7.2717667e-06
SRR5868842,0.9999927,7.2717667e-06
SRR2658797,0.9999927,7.2717667e-06
SRR995474,0.9999927,7.2717667e-06
ERR451211,0.9999927,7.2717667e-06
ERR441208,0.9999927,7.2717667e-06
DRR044319,0.9999927,7.2717667e-06
SRR6436930,0.9999927,7.2717667e-06
SRR3361748,0.9999927,7.2717667e-06
ERR1109588,0.9999927,7.2717667e-06
SRR6931688,0.9999927,7.2717667e-06
ERR522450,0.9999927,7.2717667e-06
ERR2247327,0.9999927,7.2717667e-06
ERR1310823,0.99999267,7.3313713e-06
SRR1632992,0.9999927,7.2717667e-06
SRR6394153,0.9999927,7.2717667e-06
ERR444375,0.9999927,7.2717667e-06
SRR7449205,0.9999927,7.2717667e-06
SRR1949349,0.9999927,7.2717667e-06
ERR2739315,0.9999927,7.2717667e-06
SRR7448549,0.9999927,7.2717667e-06
SRR505267,0.9999927,7.2717667e-06
SRR5576441,0.9999927,7.2717667e-06
ERR1111269,0.9999927,7.2717667e-06
SRR5156087,0.9999927,7.2717667e-06
ERR1383773,0.9999927,7.2717667e-06
SRR1581160,0.9999927,7.2717667e-06
ERR1311388,0.9999927,7.2717667e-06
ERR1383973,0.9999927,7.2717667e-06
ERR1382826,0.9999927,7.2717667e-06
SRR2010335,0.9999927,7.2717667e-06
SRR2010482,0.9999927,7.2717667e-06
SRR2145457,0.9999927,7.2717667e-06
SRR1822486,0.9999927,7.2717667e-06
DRR047516,0.9999927,7.2717667e-06
SRR6412184,0.9999927,7.2717667e-06
DRR018697,0.9999927,7.2717667e-06
ERR500056,0.9999927,7.2717667e-06
SRR5155796,0.9999927,7.2717667e-06
ERR2738681,0.9999927,7.2717667e-06
SRR7453915,0.9999927,7.2717667e-06
DRR050776,0.9999927,7.2717667e-06
ERR1310250,0.9999927,7.2717667e-06
SRR6412197,0.9999927,7.2717667e-06
ERR1809143,0.9999927,7.2717667e-06
ERR443630,0.9999927,7.2717667e-06
SRR8356360,0.9999927,7.2717667e-06
ERR209825,0.9999927,7.2717667e-06
DRR047466,0.9999927,7.2717667e-06
SRR6408602,0.9999927,7.2717667e-06
ERR209254,0.9999927,7.2717667e-06
ERR501392,0.9999927,7.2717667e-06
ERR2511299,0.9999927,7.2717667e-06
SRR1949195,0.9999927,7.2717667e-06
ERR1309890,0.9999927,7.2717667e-06
SRR387984,0.9999927,7.2717667e-06
ERR1383226,0.9999927,7.2717667e-06
ERR209686,0.9999927,7.2717667e-06
ERR531684,0.9999927,7.2717667e-06
SRR6414204,0.9999927,7.2717667e-06
ERR1385475,0.99999267,7.3313713e-06
ERR1384977,0.9999927,7.2717667e-06
DRR042882,0.9999927,7.2717667e-06
SRR1949142,0.9999927,7.2717667e-06
SRR5178143,0.9999927,7.2717667e-06
ERR1311313,0.9999927,7.2717667e-06
ERR1314569,0.9999927,7.2717667e-06
DRR048050,0.9999927,7.2717667e-06
SRR6239866,0.9999927,7.2717667e-06
DRR048275,0.9999927,7.2717667e-06
ERR1382580,0.9999927,7.2717667e-06
DRR047408,0.9999927,7.2717667e-06
ERR532254,0.9999927,7.2717667e-06
SRR6444474,0.9999927,7.2717667e-06
ERR209232,0.9999927,7.2717667e-06
ERR2511255,0.9999927,7.2717667e-06
SRR1633166,0.9999927,7.2717667e-06
SRR995629,0.9999927,7.2717667e-06
SRR505248,0.9999927,7.2717667e-06
SRR1949037,0.9999927,7.2717667e-06
SRR996786,0.9999927,7.2717667e-06
SRR6931610,0.9999927,7.2717667e-06
SRR6444082,0.9999927,7.2717667e-06
DRR014345,0.9999927,7.2717667e-06
ERR365980,0.9999927,7.2717667e-06
SRR6365025,0.9999927,7.2717667e-06
SRR2086951,0.9999927,7.2717667e-06
ERR1314678,0.9999927,7.2717667e-06
ERR1398262,0.9999927,7.2717667e-06
ERR1309662,0.9999927,7.2717667e-06
SRR3647803,0.9999927,7.2717667e-06
SRR1618064,0.9999927,7.2717667e-06
DRR047663,0.9999927,7.2717667e-06
ERR365835,0.9999927,7.2717667e-06
DRR042949,0.9999927,7.2717667e-06
SRR3094833,0.9999927,7.2717667e-06
DRR018388,0.9999927,7.2717667e-06
SRR3503370,0.9999927,7.2717667e-06
SRR6444023,0.9999927,7.2717667e-06
DRR041918,0.9999927,7.2717667e-06
SRR997018,0.9999927,7.2717667e-06
ERR522602,0.9999926,7.390976e-06
ERR1382810,0.9999927,7.2717667e-06
ERR1310234,0.9999927,7.2717667e-06
SRR6444322,0.9999927,7.2717667e-06
ERR1313340,0.9999927,7.2717667e-06
ERR1382959,0.9999927,7.2717667e-06
ERR1310377,0.9999927,7.2717667e-06
ERR2739303,0.9999927,7.2717667e-06
SRR6264713,0.9999927,7.2717667e-06
ERR1960819,0.9999927,7.2717667e-06
ERR866907,0.9999927,7.2717667e-06
ERR866900,0.9999927,7.2717667e-06
ERR1398236,0.9999927,7.2717667e-06
SRR1617794,0.9999927,7.2717667e-06
SRR2658274,0.9999927,7.2717667e-06
ERR443617,0.9999927,7.2717667e-06
SRR5699528,0.9999927,7.2717667e-06
SRR3647747,0.9999927,7.2717667e-06
SRR5699123,0.9999927,7.2717667e-06
ERR866842,0.9999927,7.2717667e-06
ERR719760,0.9999927,7.2717667e-06
ERR1383350,0.9999927,7.2717667e-06
ERR1309907,0.9999927,7.2717667e-06
ERR1913163,0.9999927,7.2717667e-06
ERR209174,0.9999927,7.2717667e-06
ERR1310767,0.9999927,7.2717667e-06
ERR522673,0.9999927,7.2717667e-06
SRR1556826,0.9999927,7.2717667e-06
SRR6264779,0.9999927,7.2717667e-06
DRR047573,0.9999927,7.2717667e-06
DRR047632,0.9999927,7.2717667e-06
ERR1382633,0.9999927,7.2717667e-06
SRR996538,0.9999927,7.2717667e-06
SRR5165993,0.9999927,7.2717667e-06
SRR5156102,0.9999927,7.2717667e-06
SRR935509,0.9999927,7.2717667e-06
SRR6028574,0.9999927,7.2717667e-06
DRR043832,0.9999927,7.2717667e-06
ERR1314979,0.9999927,7.2717667e-06
SRR8356386,0.9999927,7.2717667e-06
SRR919853,0.9999927,7.2717667e-06
ERR500519,0.9999927,7.2717667e-06
ERR441737,0.9999927,7.2717667e-06
ERR1314411,0.9999927,7.2717667e-06
SRR3361607,0.9999927,7.2717667e-06
SRR5467874,0.9999927,7.2717667e-06
SRR2086762,0.9999927,7.2717667e-06
SRR6931731,0.9999927,7.2717667e-06
DRR044288,0.9999927,7.2717667e-06
ERR1913044,0.9999927,7.2717667e-06
ERR1109561,0.9999927,7.2717667e-06
SRR6932070,0.9999927,7.2717667e-06
SRR2980439,0.9999927,7.2717667e-06
DRR044083,0.9999927,7.2717667e-06
SRR3419458,0.9999927,7.2717667e-06
ERR719633,0.9999927,7.2717667e-06
ERR499026,0.9999927,7.2717667e-06
ERR451363,0.9999927,7.2717667e-06
ERR2014711,0.9999927,7.2717667e-06
SRR3362294,0.9999927,7.2717667e-06
SRR1618241,0.9999927,7.2717667e-06
ERR1384918,0.9999927,7.2717667e-06
DRR044148,0.9999927,7.2717667e-06
SRR3647863,0.9999927,7.2717667e-06
ERR1385426,0.9999927,7.2717667e-06
SRR3647783,0.99999267,7.3313713e-06
SRR2657980,0.9999927,7.2717667e-06
ERR1311046,0.9999927,7.2717667e-06
ERR107174,0.9999927,7.2717667e-06
DRR044199,0.9999927,7.2717667e-06
DRR044309,0.9999927,7.2717667e-06
ERR525792,0.99999267,7.3313713e-06
SRR6038498,0.9999927,7.2717667e-06
SRR3951011,0.9999927,7.2717667e-06
SRR995109,0.9999927,7.2717667e-06
SRR6413909,0.9999927,7.2717667e-06
ERR2511264,0.9999927,7.2717667e-06
ERR1960757,0.9999927,7.2717667e-06
ERR1109398,0.9999927,7.2717667e-06
SRR1923801,0.9999927,7.2717667e-06
SRR6028420,0.9999927,7.2717667e-06
ERR579583,0.9999927,7.2717667e-06
SRR3419452,0.9999927,7.2717667e-06
SRR7453683,0.9999927,7.2717667e-06
ERR522595,0.9999927,7.2717667e-06
ERR2738584,0.9999927,7.2717667e-06
ERR2002056,0.9999927,7.2717667e-06
SRR2163527,0.9999927,7.2717667e-06
ERR2198080,0.9999927,7.2717667e-06
DRR024043,0.9999927,7.2717667e-06
ERR1383674,0.9999927,7.2717667e-06
ERR579590,0.9999927,7.2717667e-06
ERR1759958,0.9999927,7.2717667e-06
SRR2761307,0.9999927,7.2717667e-06
SRR1949273,0.9999927,7.2717667e-06
ERR139279,0.9999927,7.2717667e-06
ERR1382526,0.9999927,7.2717667e-06
ERR1315678,0.9999927,7.2717667e-06
SRR5156070,0.9999927,7.2717667e-06
DRR030567,0.9999927,7.2717667e-06
ERR2730372,0.9999927,7.2717667e-06
SRR1556858,0.9999927,7.2717667e-06
ERR719952,0.9999927,7.2717667e-06
SRR2923366,0.9999927,7.2717667e-06
SRR7453577,0.9999927,7.2717667e-06
DRR014355,0.9999927,7.2717667e-06
DRR048146,0.9999927,7.2717667e-06
ERR450957,0.9999927,7.2717667e-06
ERR1760109,0.9999927,7.2717667e-06
ERR719093,0.9999927,7.2717667e-06
SRR7449286,0.9999927,7.2717667e-06
ERR1310409,0.9999927,7.2717667e-06
SRR3362100,0.99999285,7.1525574e-06
SRR6444071,0.9999927,7.2717667e-06
SRR6874532,0.9999927,7.2717667e-06
SRR6264008,0.9999927,7.2717667e-06
DRR043868,0.9999927,7.2717667e-06
SRR920735,0.9999927,7.2717667e-06
SRR7453405,0.9999927,7.2717667e-06
ERR209701,0.9999927,7.2717667e-06
ERR526075,0.9999927,7.2717667e-06
SRR6411981,0.9999927,7.2717667e-06
ERR1311441,0.9999927,7.2717667e-06
SRR5699505,0.9999927,7.2717667e-06
ERR2739343,0.9999927,7.2717667e-06
SRR2923754,0.9999927,7.2717667e-06
ERR579833,0.9999927,7.2717667e-06
SRR2010322,0.9999927,7.2717667e-06
SRR6931566,0.9999927,7.2717667e-06
SRR2086828,0.9999927,7.2717667e-06
SRR1461203,0.9999927,7.2717667e-06
ERR2003187,0.9999927,7.2717667e-06
ERR2095561,0.9999927,7.2717667e-06
ERR1328418,0.9999927,7.2717667e-06
DRR044315,0.9999927,7.2717667e-06
SRR3201899,0.9999927,7.2717667e-06
SRR2143658,0.9999927,7.2717667e-06
ERR209088,0.9999927,7.2717667e-06
ERR866838,0.9999927,7.2717667e-06
SRR7449418,0.9999927,7.2717667e-06
SRR1618231,0.9999927,7.2717667e-06
ERR1310557,0.9999927,7.2717667e-06
SRR6060217,0.9999927,7.2717667e-06
DRR047884,0.9999927,7.2717667e-06
SRR6408944,0.9999927,7.2717667e-06
SRR346868,0.9999927,7.2717667e-06
ERR3005973,0.9999927,7.2717667e-06
SRR7453855,0.9999927,7.2717667e-06
ERR579679,0.9999927,7.2717667e-06
SRR6409182,0.9999927,7.2717667e-06
ERR501018,0.9999927,7.2717667e-06
SRR3501940,0.9999927,7.2717667e-06
ERR1311338,0.9999927,7.2717667e-06
ERR444124,0.9999927,7.2717667e-06
ERR719925,0.9999927,7.2717667e-06
ERR1385340,0.9999927,7.2717667e-06
ERR1314301,0.9999927,7.2717667e-06
ERR1382804,0.9999927,7.2717667e-06
SRR6931752,0.9999927,7.2717667e-06
ERR500482,0.9999927,7.2717667e-06
DRR044076,0.9999927,7.2717667e-06
SRR3581176,0.9999927,7.2717667e-06
DRR030601,0.9999927,7.2717667e-06
SRR3403833,0.9999927,7.2717667e-06
SRR996532,0.9999927,7.2717667e-06
DRR047859,0.9999927,7.2717667e-06
SRR7453963,0.9999927,7.2717667e-06
SRR3095199,0.9999927,7.2717667e-06
DRR047519,0.9999927,7.2717667e-06
ERR368860,0.9999927,7.2717667e-06
SRR6038521,0.9999927,7.2717667e-06
SRR7453572,0.9999927,7.2717667e-06
SRR6932392,0.9999927,7.2717667e-06
SRR996025,0.9999927,7.2717667e-06
SRR5155981,0.9999927,7.2717667e-06
SRR3361680,0.9999927,7.2717667e-06
SRR6444628,0.99999267,7.3313713e-06
ERR866678,0.9999927,7.2717667e-06
ERR498650,0.9999927,7.2717667e-06
ERR1311482,0.9999927,7.2717667e-06
ERR719124,0.99999285,7.1525574e-06
ERR1297844,0.9999927,7.2717667e-06
DRR050856,0.9999927,7.2717667e-06
SRR6451837,0.9999927,7.2717667e-06
SRR7704473,0.9999927,7.2717667e-06
ERR532155,0.99999267,7.3313713e-06
ERR1109576,0.9999927,7.2717667e-06
SRR7453262,0.9999927,7.2717667e-06
SRR6444660,0.9999927,7.2717667e-06
SRR5868640,0.9999927,7.2717667e-06
SRR996890,0.9999927,7.2717667e-06
SRR3503398,0.9999927,7.2717667e-06
ERR1384846,0.9999927,7.2717667e-06
ERR1384555,0.9999927,7.2717667e-06
SRR7448633,0.9999927,7.2717667e-06
ERR867510,0.9999927,7.2717667e-06
SRR6411963,0.9999927,7.2717667e-06
ERR2730389,0.9999927,7.2717667e-06
SRR1948946,0.9999927,7.2717667e-06
SRR2010490,0.9999927,7.2717667e-06
ERR719614,0.9999927,7.2717667e-06
ERR499239,0.9999927,7.2717667e-06
SRR7449318,0.9999927,7.2717667e-06
SRR6264899,0.9999927,7.2717667e-06
SRR7454173,0.9999927,7.2717667e-06
SRR6412143,0.9999927,7.2717667e-06
ERR866488,0.9999927,7.2717667e-06
ERR1384420,0.9999927,7.2717667e-06
ERR499955,0.9999927,7.2717667e-06
SRR3419422,0.9999927,7.2717667e-06
ERR719569,0.9999927,7.2717667e-06
ERR2738733,0.9999927,7.2717667e-06
ERR209168,0.9999927,7.2717667e-06
SRR6408758,0.9999927,7.2717667e-06
ERR2762312,0.9999927,7.2717667e-06
ERR1384813,0.9999927,7.2717667e-06
ERR499102,0.9999927,7.2717667e-06
ERR450829,0.9999927,7.2717667e-06
ERR719914,0.99999267,7.3313713e-06
ERR2002101,0.9999927,7.2717667e-06
ERR719793,0.9999927,7.2717667e-06
DRR018779,0.9999927,7.2717667e-06
SRR6028464,0.9999927,7.2717667e-06
SRR7453894,0.9999927,7.2717667e-06
DRR041933,0.9999927,7.2717667e-06
DRR042791,0.9999927,7.2717667e-06
SRR3361478,0.9999927,7.2717667e-06
ERR2003103,0.9999927,7.2717667e-06
SRR6411959,0.9999927,7.2717667e-06
SRR2761241,0.9999927,7.2717667e-06
ERR441979,0.9999927,7.2717667e-06
SRR505154,0.9999927,7.2717667e-06
ERR2002113,0.9999927,7.2717667e-06
SRR2924538,0.9999927,7.2717667e-06
ERR1331813,0.9999927,7.2717667e-06
SRR7449207,0.9999927,7.2717667e-06
SRR7454140,0.9999927,7.2717667e-06
DRR030504,0.9999927,7.2717667e-06
ERR531443,0.9999927,7.2717667e-06
SRR388060,0.9999927,7.2717667e-06
SRR7453543,0.9999927,7.2717667e-06
SRR2010267,0.9999927,7.2717667e-06
ERR498788,0.9999927,7.2717667e-06
ERR499643,0.9999927,7.2717667e-06
SRR1949126,0.9999927,7.2717667e-06
ERR2784726,0.9999927,7.2717667e-06
ERR531535,0.9999927,7.2717667e-06
SRR1145257,0.9999927,7.2717667e-06
ERR1313467,0.9999927,7.2717667e-06
SRR7453645,0.9999927,7.2717667e-06
SRR7453245,0.9999927,7.2717667e-06
ERR531576,0.9999927,7.2717667e-06
ERR520859,0.9999927,7.2717667e-06
ERR1760042,0.9999927,7.2717667e-06
SRR7453847,0.9999927,7.2717667e-06
ERR1313481,0.9999927,7.2717667e-06
DRR047403,0.9999927,7.2717667e-06
DRR044343,0.9999927,7.2717667e-06
ERR1313732,0.9999927,7.2717667e-06
ERR1811218,0.9999927,7.2717667e-06
ERR498616,0.9999927,7.2717667e-06
ERR1315560,0.9999927,7.2717667e-06
ERR867408,0.9999927,7.2717667e-06
SRR5467898,0.9999927,7.2717667e-06
SRR6394055,0.9999927,7.2717667e-06
ERR1474608,0.9999927,7.2717667e-06
DRR042847,0.9999927,7.2717667e-06
ERR720178,0.9999927,7.2717667e-06
ERR1382344,0.9999927,7.2717667e-06
ERR1385453,0.9999927,7.2717667e-06
SRR5870180,0.9999927,7.2717667e-06
DRR041999,0.9999927,7.2717667e-06
ERR719911,0.9999927,7.2717667e-06
SRR6148440,0.9999927,7.2717667e-06
ERR1310607,0.9999927,7.2717667e-06
ERR521429,0.9999927,7.2717667e-06
SRR6054674,0.9999927,7.2717667e-06
ERR1297650,0.9999927,7.2717667e-06
ERR705777,0.9999927,7.2717667e-06
ERR441359,0.9999927,7.2717667e-06
ERR1314695,0.9999927,7.2717667e-06
SRR6414014,0.9999927,7.2717667e-06
SRR6932000,0.9999927,7.2717667e-06
ERR500904,0.9999927,7.2717667e-06
ERR520770,0.9999927,7.2717667e-06
ERR1987751,0.9999927,7.2717667e-06
ERR522652,0.9999927,7.2717667e-06
DRR024165,0.9999927,7.2717667e-06
ERR499736,0.9999927,7.2717667e-06
ERR2511819,0.9999927,7.2717667e-06
ERR3005991,0.9999927,7.2717667e-06
ERR531468,0.9999927,7.2717667e-06
SRR6411590,0.9999927,7.2717667e-06
SRR3094977,0.9999927,7.2717667e-06
SRR5687947,0.9999927,7.2717667e-06
SRR7453947,0.9999927,7.2717667e-06
SRR3191018,0.9999927,7.2717667e-06
ERR2762696,0.9999927,7.2717667e-06
SRR5869957,0.9999927,7.2717667e-06
SRR2046588,0.9999927,7.2717667e-06
ERR531749,0.9999927,7.2717667e-06
ERR2730154,0.9999927,7.2717667e-06
ERR1310588,0.9999927,7.2717667e-06
ERR365863,0.9999927,7.2717667e-06
SRR1618210,0.9999927,7.2717667e-06
SRR1922911,0.9999927,7.2717667e-06
ERR867306,0.9999927,7.2717667e-06
SRR6408568,0.9999927,7.2717667e-06
SRR5467828,0.9999927,7.2717667e-06
ERR1328452,0.9999927,7.2717667e-06
ERR1331794,0.9999927,7.2717667e-06
ERR1960753,0.9999927,7.2717667e-06
SRR5687865,0.9999926,7.390976e-06
ERR499558,0.9999927,7.2717667e-06
ERR1310136,0.9999927,7.2717667e-06
SRR3931543,0.9999927,7.2717667e-06
SRR6932493,0.9999927,7.2717667e-06
SRR6393973,0.9999927,7.2717667e-06
ERR499020,0.9999927,7.2717667e-06
SRR1617789,0.9999927,7.2717667e-06
ERR1384487,0.9999927,7.2717667e-06
ERR522326,0.9999927,7.2717667e-06
ERR2286314,0.9999927,7.2717667e-06
ERR883502,0.9999927,7.2717667e-06
SRR4303110,0.9999927,7.2717667e-06
ERR107020,0.9999927,7.2717667e-06
SRR2086842,0.9999927,7.2717667e-06
SRR6931620,0.9999927,7.2717667e-06
SRR6418295,0.9999927,7.2717667e-06
ERR1383743,0.9999927,7.2717667e-06
DRR018767,0.9999927,7.2717667e-06
SRR3581174,0.9999927,7.2717667e-06
SRR2658286,0.9999927,7.2717667e-06
SRR6054511,0.9999927,7.2717667e-06
ERR522365,0.9999927,7.2717667e-06
SRR6932369,0.9999927,7.2717667e-06
SRR6413880,0.9999927,7.2717667e-06
SRR2658236,0.9999927,7.2717667e-06
SRR3732532,0.9999927,7.2717667e-06
SRR3094873,0.9999927,7.2717667e-06
SRR919533,0.9999927,7.2717667e-06
SRR996263,0.9999927,7.2717667e-06
ERR500618,0.9999927,7.2717667e-06
SRR346811,0.9999927,7.2717667e-06
SRR1949106,0.9999927,7.2717667e-06
ERR499044,0.9999927,7.2717667e-06
ERR2511208,0.9999927,7.2717667e-06
SRR6931578,0.9999927,7.2717667e-06
ERR1311211,0.9999927,7.2717667e-06
SRR6932170,0.9999927,7.2717667e-06
SRR1923890,0.9999927,7.2717667e-06
SRR1948922,0.9999927,7.2717667e-06
SRR1922993,0.9999927,7.2717667e-06
DRR047521,0.9999927,7.2717667e-06
ERR209482,0.9999927,7.2717667e-06
SRR5467642,0.9999927,7.2717667e-06
ERR867516,0.9999927,7.2717667e-06
SRR1461660,0.9999927,7.2717667e-06
ERR2002086,0.9999927,7.2717667e-06
SRR1949202,0.9999927,7.2717667e-06
ERR883402,0.9999927,7.2717667e-06
SRR7448729,0.9999927,7.2717667e-06
ERR499059,0.9999927,7.2717667e-06
SRR3362170,0.9999927,7.2717667e-06
SRR6028539,0.9999927,7.2717667e-06
SRR2155035,0.9999927,7.2717667e-06
ERR2198639,0.9999927,7.2717667e-06
DRR047628,0.9999927,7.2717667e-06
ERR1111216,0.9999927,7.2717667e-06
ERR499930,0.9999927,7.2717667e-06
SRR6932129,0.9999927,7.2717667e-06
SRR5155929,0.9999927,7.2717667e-06
SRR6931897,0.9999927,7.2717667e-06
ERR500806,0.9999927,7.2717667e-06
SRR6931374,0.9999927,7.2717667e-06
ERR522500,0.9999927,7.2717667e-06
SRR7449370,0.9999927,7.2717667e-06
SRR3030543,0.9999927,7.2717667e-06
DRR018727,0.9999927,7.2717667e-06
ERR1384392,0.9999927,7.2717667e-06
SRR1623231,0.9999927,7.2717667e-06
SRR2924473,0.9999927,7.2717667e-06
ERR719559,0.9999927,7.2717667e-06
SRR7449276,0.9999927,7.2717667e-06
ERR2730384,0.99999267,7.3313713e-06
SRR3030557,0.9999927,7.2717667e-06
SRR6414408,0.9999927,7.2717667e-06
DRR050915,0.9999927,7.2717667e-06
DRR024116,0.9999927,7.2717667e-06
SRR3037147,0.9999927,7.2717667e-06
ERR866646,0.9999927,7.2717667e-06
ERR3005962,0.9999927,7.2717667e-06
ERR1310520,0.9999927,7.2717667e-06
ERR1384273,0.9999927,7.2717667e-06
SRR5165804,0.9999927,7.2717667e-06
DRR042735,0.9999927,7.2717667e-06
SRR6409011,0.9999927,7.2717667e-06
ERR107188,0.9999927,7.2717667e-06
ERR2662944,0.9999927,7.2717667e-06
ERR500518,0.9999927,7.2717667e-06
SRR3951152,0.9999927,7.2717667e-06
ERR441491,0.9999927,7.2717667e-06
SRR6393993,0.9999927,7.2717667e-06
SRR6264509,0.9999927,7.2717667e-06
SRR2010419,0.9999927,7.2717667e-06
ERR443643,0.9999927,7.2717667e-06
ERR1313617,0.9999927,7.2717667e-06
SRR6414109,0.9999927,7.2717667e-06
ERR720077,0.9999927,7.2717667e-06
ERR500702,0.9999927,7.2717667e-06
ERR441725,0.9999927,7.2717667e-06
ERR1960815,0.9999927,7.2717667e-06
SRR1632489,0.9999927,7.2717667e-06
SRR996340,0.9999927,7.2717667e-06
SRR7453367,0.9999927,7.2717667e-06
ERR2538499,0.9999927,7.2717667e-06
ERR1384987,0.9999927,7.2717667e-06
SRR6054571,0.9999927,7.2717667e-06
ERR2249194,0.9999927,7.2717667e-06
SRR823344,0.9999927,7.2717667e-06
ERR1384717,0.9999927,7.2717667e-06
SRR7453798,0.9999927,7.2717667e-06
SRR2761366,0.9999927,7.2717667e-06
SRR5467756,0.9999927,7.2717667e-06
SRR1617719,0.9999927,7.2717667e-06
ERR2730306,0.9999927,7.2717667e-06
ERR525941,0.9999927,7.2717667e-06
ERR1314297,0.9999927,7.2717667e-06
SRR3095128,0.9999927,7.2717667e-06
SRR2658311,0.9999927,7.2717667e-06
SRR6932501,0.9999927,7.2717667e-06
SRR3037229,0.9999927,7.2717667e-06
SRR6367330,0.9999927,7.2717667e-06
ERR501288,0.9999927,7.2717667e-06
DRR044187,0.9999927,7.2717667e-06
ERR2511370,0.9999927,7.2717667e-06
ERR1309900,0.9999927,7.2717667e-06
ERR2011948,0.9999927,7.2717667e-06
SRR5520119,0.9999927,7.2717667e-06
ERR1960690,0.9999927,7.2717667e-06
ERR1383325,0.9999927,7.2717667e-06
SRR7453242,0.9999927,7.2717667e-06
DRR018398,0.9999927,7.2717667e-06
SRR1949283,0.9999927,7.2717667e-06
SRR1622907,0.9999927,7.2717667e-06
ERR500190,0.9999927,7.2717667e-06
SRR5869401,0.9999927,7.2717667e-06
SRR5869572,0.9999927,7.2717667e-06
SRR6931287,0.9999927,7.2717667e-06
ERR525847,0.9999927,7.2717667e-06
SRR6408722,0.9999927,7.2717667e-06
ERR1600427,0.9999927,7.2717667e-06
SRR6264143,0.9999927,7.2717667e-06
SRR028718,0.9999927,7.2717667e-06
ERR522359,0.9999927,7.2717667e-06
DRR047508,0.9999927,7.2717667e-06
SRR5869832,0.9999927,7.2717667e-06
ERR2511783,0.9999927,7.2717667e-06
SRR995106,0.9999927,7.2717667e-06
ERR441566,0.9999927,7.2717667e-06
ERR209218,0.9999927,7.2717667e-06
SRR6028265,0.9999927,7.2717667e-06
ERR2510977,0.9999927,7.2717667e-06
ERR443050,0.9999927,7.2717667e-06
ERR520882,0.9999927,7.2717667e-06
