,root:Engineered:Wastewater,root:Environmental:Aquatic,root:Environmental:Terrestrial,root:Host-associated:Human,root:Host-associated:Insecta,root:Host-associated:Mammals,root:Host-associated:Plants
ERR1311432,0.00030866367,0.00056750234,0.0020792389,0.99421495,0.00040452374,0.0017324812,0.0006926399
SRR6932340,0.00032873027,0.00061607314,0.002285628,0.9937542,0.00043524112,0.0018000115,0.0007802182
ERR309181,0.0023066523,0.015746068,0.008282827,0.023450593,0.005621442,0.9432504,0.0013420214
ERR2510954,0.00030975428,0.00056264823,0.0020765786,0.99423146,0.00040469677,0.0017217329,0.0006931021
SRR3503309,0.00030731058,0.0005698559,0.0020757248,0.9942152,0.0004041049,0.0017371214,0.00069065794
ERR500889,0.0003083464,0.0005701165,0.0020825544,0.9942023,0.00040459906,0.0017388426,0.00069303584
ERR560671,0.00031109352,0.00056369917,0.0020872122,0.9942086,0.0004055583,0.0017272733,0.0006964826
ERR756423,0.00030721424,0.0005697346,0.0020751571,0.9942173,0.0004039711,0.0017362564,0.0006905185
SRR994791,0.00030721314,0.0005697287,0.0020746521,0.99421847,0.00040394365,0.0017355739,0.00069040305
ERR1521915,0.0030412711,0.032871973,0.01190078,0.019979022,0.006217959,0.9242511,0.0017379615
ERR1201245,0.0022802928,0.018220048,0.009240746,0.021184472,0.0055193193,0.94229764,0.001257448
ERR1298086,0.002386263,0.0053555067,0.016016709,0.0107370885,0.0069656367,0.0045381775,0.95400065
SRR5178938,0.0014728035,0.98811495,0.001988395,0.0012354723,0.0021020372,0.0037213918,0.0013649295
ERR1135470,0.0022643749,0.01919495,0.009617085,0.02024953,0.0054647946,0.94198734,0.001221999
SRR2163534,0.00030737906,0.0005697516,0.0020758626,0.9942158,0.0004041254,0.0017363381,0.0006907776
SRR8605406,0.004150514,0.019426497,0.009050664,0.8421934,0.009946829,0.09969326,0.015538695
ERR2709779,0.002382004,0.005349006,0.016013041,0.010747798,0.006953417,0.0045224335,0.95403236
ERR1581976,0.007300325,0.015900152,0.8068896,0.09001229,0.004140018,0.010631863,0.06512582
ERR441851,0.0003084918,0.00056462333,0.0020724447,0.99423486,0.00040412505,0.0017243811,0.00069111044
SRR636593,0.0014728671,0.9881142,0.001988513,0.0012356016,0.0021021045,0.0037216533,0.0013649395
ERR3596494,0.0003253039,0.0005777932,0.0022794702,0.99381506,0.00043397828,0.0018137576,0.00075471355
SRR5915438,0.0014737039,0.98811054,0.0019836605,0.0012358414,0.0021070163,0.0037201473,0.0013691133
ERR1583204,0.001472818,0.9881147,0.0019884019,0.0012354809,0.0021020547,0.0037214016,0.0013649429
ERR924323,0.0023736004,0.0053307903,0.016006347,0.010759386,0.006929123,0.004506496,0.9540943
SRR1704183,0.0003072091,0.00056972017,0.002074608,0.9942187,0.00040393622,0.0017355006,0.00069039105
SRR5486587,0.0015251255,0.9875969,0.0020644788,0.0013299907,0.0022057816,0.00390931,0.0013682471
SRR6931207,0.0010580492,0.0055926624,0.0068024793,0.9776863,0.00073280046,0.0025880216,0.005539849
SRR7015928,0.0014728063,0.98811483,0.0019883967,0.0012354733,0.00210204,0.0037213932,0.0013649319
SRR4384481,0.0014728449,0.98811483,0.0019881367,0.0012354904,0.0021022793,0.0037213168,0.0013651369
SRR5097536,0.0014789314,0.9880695,0.0019972413,0.0012459833,0.0021107164,0.003733869,0.001363905
SRR3144706,0.0015092603,0.98799443,0.0020407266,0.0012938424,0.0021175581,0.0036993404,0.0013450357
SRR2922952,0.0024000837,0.005447736,0.016294876,0.0107336445,0.007004517,0.004561375,0.9535578
SRR6409058,0.00030723956,0.00056966115,0.0020747702,0.9942186,0.0004039722,0.0017353854,0.0006904601
SRR6745996,0.0014728035,0.98811495,0.001988395,0.0012354723,0.0021020372,0.0037213918,0.0013649295
SRR1747467,0.0014728035,0.98811495,0.001988395,0.0012354723,0.0021020372,0.0037213918,0.0013649295
SRR4415158,0.007310818,0.015885487,0.80690575,0.090006046,0.0041440134,0.0106476005,0.06510033
SRR2145358,0.00031430734,0.0005581242,0.0020955873,0.9942058,0.00040669547,0.0017184077,0.0007011036
ERR1897209,0.001472834,0.9881146,0.0019884103,0.001235483,0.0021020796,0.0037214207,0.0013649673
ERR2738770,0.00030816652,0.0005673117,0.0020762049,0.9942214,0.000404315,0.0017310653,0.0006916088
SRR7741841,0.0014732803,0.988112,0.001989066,0.001236253,0.0021026242,0.0037221154,0.0013648375
SRR3589563,0.0014739813,0.9881038,0.0019900997,0.0012375143,0.0021042326,0.0037253234,0.0013649869
SRR4415129,0.0072953315,0.016185455,0.80567193,0.08888849,0.004196926,0.010877136,0.06688464
ERR514688,0.002198234,0.019226559,0.009825174,0.018555103,0.0052923737,0.94375926,0.001143247
SRR1200783,0.0014729933,0.98811406,0.0019872226,0.0012355567,0.00210314,0.0037210514,0.0013658723
SRR2006413,0.0003072336,0.0005697319,0.0020747953,0.99421835,0.00040397327,0.0017355423,0.0006904544
SRR7448820,0.0004261852,0.00075834274,0.0023455347,0.9925754,0.0005590693,0.0025705001,0.0007649161
ERR1315199,0.000308459,0.00057167,0.0020935324,0.9941605,0.00040628036,0.0017651432,0.00069444993
ERR1298364,0.002393984,0.0053701745,0.016022414,0.010724034,0.006987762,0.004556617,0.95394504
ERR365919,0.00030872624,0.00057062967,0.0020873193,0.9941889,0.00040518882,0.001745018,0.00069418835
SRR5431379,0.00030967165,0.00056828366,0.0020879877,0.99419665,0.0004052948,0.0017367402,0.0006953971
ERR719594,0.00030755723,0.00056897115,0.0020752384,0.9942192,0.0004040736,0.0017342275,0.00069082546
SRR6932093,0.000311351,0.00055699557,0.0020750114,0.9942479,0.00040493163,0.0017095897,0.0006942196
SRR6745334,0.0014728035,0.98811495,0.001988395,0.0012354723,0.0021020372,0.0037213918,0.0013649295
ERR521417,0.0003118247,0.00057757786,0.0020943237,0.99413425,0.0004102057,0.0017770982,0.00069484796
ERR365944,0.00030853885,0.0005702795,0.0020843886,0.9941987,0.00040477607,0.0017398373,0.00069359696
SRR5406972,0.0014735933,0.98811126,0.0019852896,0.0012357051,0.0021054079,0.0037208383,0.0013678746
ERR2286298,0.0003072363,0.000569656,0.002074701,0.9942186,0.00040395698,0.001735335,0.0006904417
ERR451262,0.0003072097,0.00056971476,0.002074616,0.9942187,0.0004039393,0.0017354311,0.0006903977
ERR1905649,0.002371363,0.0053296834,0.016006466,0.010762607,0.0069239987,0.0045045223,0.9541014
SRR2168057,0.0014728041,0.98811483,0.0019883967,0.0012354739,0.002102038,0.0037213948,0.0013649298
SRR924060,0.00379481,0.03212967,0.08277519,0.006719643,0.010417586,0.009351814,0.85481125
ERR1428590,0.0023737443,0.005333855,0.016008211,0.010758275,0.0069307163,0.004510381,0.9540849
SRR942601,0.0045306287,0.04171071,0.13987382,0.008354327,0.010561508,0.012516751,0.7824522
SRR3884211,0.0014728334,0.9881147,0.0019884342,0.0012355079,0.0021020647,0.0037214656,0.0013649429
SRR1279337,0.0014728035,0.98811495,0.001988395,0.0012354723,0.0021020372,0.0037213918,0.0013649295
SRR3737407,0.0014728035,0.98811495,0.001988395,0.0012354723,0.0021020372,0.0037213918,0.0013649295
SRR6411800,0.00030758858,0.0005703461,0.002078879,0.9942048,0.00040463192,0.0017422107,0.00069153064
SRR3938024,0.00030726602,0.0005696605,0.0020750796,0.994218,0.00040404536,0.0017355176,0.00069055124
ERR1677219,0.0023905926,0.005361996,0.01601866,0.010730534,0.0069772163,0.0045456463,0.9539754
SRR7453700,0.00030744504,0.000568813,0.0020741995,0.9942215,0.00040397703,0.0017334841,0.00069052965
ERR1535952,0.0014728293,0.9881147,0.0019883339,0.0012354843,0.002102121,0.0037214088,0.0013649948
SRR2549688,0.0014728114,0.98811495,0.0019883872,0.0012354723,0.0021020642,0.0037213953,0.0013649522
ERR1593539,0.007312831,0.01592981,0.80660963,0.09026376,0.004138921,0.010646267,0.0650988
DRR060084,0.0014728035,0.98811495,0.0019883893,0.0012354723,0.0021020412,0.0037213918,0.0013649332
SRR3362187,0.00030800502,0.000568124,0.0020764256,0.9942188,0.00040423917,0.0017328399,0.000691479
SRR2897300,0.0022626985,0.018569566,0.009426909,0.019837013,0.0054159816,0.9432642,0.0012236016
SRR1067972,0.0014735095,0.9881102,0.0019889353,0.0012359772,0.002102903,0.003723124,0.0013653531
ERR338519,0.00030744693,0.00056986604,0.0020765397,0.99421436,0.0004040936,0.0017366156,0.0006909947
ERR765631,0.0023736418,0.0053508775,0.0160669,0.010752973,0.0069298185,0.0045117275,0.954014
SRR803215,0.0014728028,0.98811495,0.0019883884,0.0012354717,0.0021020432,0.0037213918,0.0013649339
ERR1313354,0.00030764114,0.00056994817,0.0020779695,0.99421173,0.0004042317,0.0017369837,0.0006914814
SRR3098339,0.0014728083,0.98811483,0.001988403,0.0012354775,0.0021020467,0.0037214058,0.0013649338
ERR981225,0.00030789318,0.0005696894,0.002078948,0.9942105,0.00040432485,0.0017367612,0.0006919033
ERR525937,0.0003073771,0.0005696654,0.0020755408,0.99421704,0.00040401646,0.0017356103,0.000690737
SRR1948900,0.00031474346,0.00058130454,0.002095759,0.9941099,0.00041374302,0.00178801,0.00069645466
SRR5527143,0.013938795,0.82921773,0.014206408,0.02722889,0.015609905,0.09547315,0.004325202
SRR5176080,0.0014729508,0.9881143,0.0019886089,0.0012356729,0.002102166,0.003721517,0.0013649084
SRR8611351,0.004155671,0.027366592,0.07103682,0.49857357,0.024254106,0.03523024,0.33938304
SRR6264107,0.0003138541,0.0005685658,0.0021120652,0.9941478,0.00040762598,0.0017462918,0.00070383074
SRR8611332,0.009386212,0.8856622,0.012893567,0.058410667,0.014325278,0.018206695,0.0011154322
SRR6054494,0.00030773357,0.0005691916,0.0020769492,0.99421555,0.000404192,0.0017351079,0.0006913521
ERR1523098,0.002823023,0.01962612,0.009393215,0.025579844,0.0063924408,0.9346464,0.0015389043
SRR1948956,0.00031163418,0.0005765217,0.002085841,0.9941572,0.0004097546,0.0017644576,0.000694704
ERR1677023,0.011701895,0.0055626635,0.33654204,0.41869926,0.0072058225,0.013141214,0.20714714
SRR5915457,0.0014750906,0.98809797,0.0019916876,0.0012392673,0.002105241,0.0037260794,0.0013646398
SRR4341460,0.0014732358,0.9881123,0.0019888028,0.0012358149,0.0021025087,0.0037222442,0.0013651841
SRR5002166,0.0014729068,0.98811394,0.0019885483,0.0012356543,0.0021022193,0.0037217431,0.0013649352
ERR1385368,0.00030816265,0.0005679507,0.002076862,0.99421835,0.0004043213,0.0017327572,0.0006916924
DRR048057,0.0003072088,0.0005697175,0.0020745883,0.9942187,0.00040393317,0.0017354477,0.00069038913
SRR6457093,0.0014728656,0.9881146,0.0019884189,0.0012355091,0.0021021245,0.0037214225,0.0013649974
SRR1922853,0.000307305,0.00056976377,0.002075222,0.99421704,0.0004040261,0.0017359679,0.00069058815
SRR1246243,0.007221788,0.019442756,0.7887324,0.07359465,0.0048472723,0.014144234,0.09201692
SRR2074943,0.0014728097,0.98811483,0.0019884002,0.0012354763,0.002102043,0.0037213985,0.0013649325
ERR499475,0.00030778444,0.00057017617,0.0020789988,0.99420726,0.000404473,0.0017396134,0.0006916741
SRR995568,0.00030720385,0.0005697137,0.0020745392,0.9942188,0.00040392706,0.0017353949,0.00069037534
ERR2187952,0.024646325,0.061288733,0.017279146,0.00705468,0.06510037,0.006655412,0.81797534
ERR1383774,0.00030929456,0.0005700376,0.0020889244,0.99419034,0.0004052493,0.0017410128,0.000695203
ERR1256204,0.0035662218,0.03461199,0.010965463,0.22863513,0.009171026,0.7087435,0.0043066125
SRR6932287,0.0003083174,0.0005706685,0.0020834568,0.9941969,0.00040488114,0.001742815,0.00069302775
SRR6028221,0.00031241562,0.0005674022,0.0021033154,0.9941696,0.00040662388,0.0017396776,0.00070100185
ERR1513395,0.0034255171,0.020977264,0.00798437,0.9097074,0.004104574,0.05257441,0.0012264055
SRR6413939,0.00030723464,0.0005697154,0.0020749844,0.9942179,0.00040401527,0.0017355985,0.0006905163
ERR1762122,0.0022069088,0.019114362,0.009757118,0.018721117,0.005305331,0.9437378,0.001157364
SRR6058699,0.0014728055,0.98811483,0.0019883986,0.0012354709,0.00210204,0.0037213948,0.0013649338
ERR883618,0.00030816713,0.0005686431,0.0020783404,0.99421376,0.00040440448,0.0017346945,0.0006919937
ERR1896850,0.010228703,0.026917333,0.0072223376,0.22265632,0.019030988,0.7097477,0.0041966722
SRR920208,0.00030720682,0.0005697132,0.0020745876,0.9942188,0.00040393666,0.0017354131,0.0006903892
ERR1689694,0.002372455,0.005331393,0.016007172,0.010760599,0.0069270083,0.0045071053,0.9540943
ERR1428764,0.002395859,0.0054051406,0.016013812,0.010785228,0.0069920374,0.0044539226,0.95395404
SRR6394175,0.0003074092,0.00056972867,0.0020786137,0.9942099,0.00040451784,0.0017384337,0.00069146225
SRR3732496,0.00031008388,0.00055884186,0.0020708458,0.9942516,0.00040443876,0.0017120875,0.0006922243
ERR1256035,0.0044789095,0.024846632,0.016506974,0.5965831,0.006706112,0.34909704,0.0017812039
ERR501003,0.00030811285,0.0005700969,0.002078254,0.99420655,0.0004049194,0.0017399623,0.00069202465
ERR2043333,0.0073047434,0.015900392,0.806831,0.09008358,0.004139925,0.010634995,0.06510542
SRR6975972,0.0014728056,0.98811495,0.001988381,0.0012354729,0.002102049,0.0037213885,0.0013649405
ERR500867,0.00030721232,0.0005697199,0.002074616,0.9942187,0.00040393297,0.0017354452,0.00069039833
ERR2595811,0.0011444006,0.0024745632,0.004507579,0.9764797,0.0015286048,0.012750473,0.0011146957
SRR3633332,0.0014729667,0.9881137,0.0019886305,0.0012357488,0.002102274,0.0037217475,0.0013649082
SRR5514604,0.001473377,0.9881123,0.0019888703,0.0012358124,0.002102632,0.0037217704,0.001365343
ERR499970,0.00030720473,0.0005697137,0.002074545,0.9942188,0.0004039274,0.0017353982,0.0006903773
ERR531481,0.00030759294,0.0005699649,0.0020785509,0.9942095,0.00040425354,0.0017385244,0.00069152797
SRR6264956,0.00030722623,0.0005697267,0.002074802,0.99421823,0.00040395762,0.0017355909,0.00069044967
ERR520700,0.00030827604,0.00056943466,0.0020803998,0.99420667,0.0004046817,0.0017382441,0.00069240696
SRR995545,0.00030720414,0.0005697137,0.002074541,0.9942188,0.0004039274,0.0017353982,0.00069037534
ERR2002287,0.00030794044,0.0005699048,0.0020797215,0.9942086,0.00040437747,0.0017374263,0.0006921079
SRR7902268,0.0024193872,0.0057262746,0.017079698,0.0105916085,0.007049946,0.0046411916,0.95249194
ERR1523266,0.002447894,0.021245658,0.009986298,0.020171348,0.0056578903,0.9391706,0.0013202816
ERR923711,0.0023733517,0.005333076,0.016007913,0.010758865,0.006929599,0.004509613,0.95408756
SRR1258265,0.0014728035,0.98811495,0.001988395,0.0012354723,0.0021020372,0.0037213918,0.0013649295
SRR6408889,0.00030735612,0.0005701374,0.0020754584,0.9942146,0.0004042386,0.0017370466,0.0006911524
SRR6444934,0.00031152615,0.00056042575,0.0020833744,0.9942239,0.00040544447,0.0017192464,0.00069610553
SRR5915212,0.0014744722,0.9881044,0.001990811,0.0012381925,0.0021039322,0.0037235958,0.0013645303
ERR459281,0.5387318,0.16667576,0.051072627,0.079838835,0.051386554,0.03974775,0.07254671
ERR1523837,0.0023055165,0.02074506,0.010155811,0.01852728,0.005388045,0.94165105,0.0012272756
SRR2154904,0.0029412569,0.0072551873,0.0060861027,0.9235357,0.0058133514,0.049792726,0.004575523
ERR1256319,0.0013291383,0.0019896997,0.0034462323,0.98116416,0.0016824555,0.009383572,0.0010048585
SRR835395,0.0074274573,0.016479177,0.80298483,0.0931218,0.0041181054,0.010820284,0.06504843
SRR6414173,0.00030841277,0.00056707667,0.002076368,0.99422085,0.00040443474,0.0017310678,0.0006917674
SRR1460646,0.0014728035,0.98811495,0.001988395,0.0012354723,0.0021020372,0.0037213918,0.0013649295
SRR3741950,0.0014728885,0.9881144,0.0019883208,0.0012355046,0.0021022253,0.0037215105,0.0013650737
SRR1922965,0.00030720505,0.0005697137,0.002074547,0.9942188,0.00040392778,0.0017353982,0.00069037796
SRR7449081,0.00031144771,0.000575431,0.0020857481,0.99416226,0.00040924395,0.001761835,0.00069405854
ERR500273,0.00030723258,0.0005697566,0.0020751643,0.9942169,0.00040398864,0.0017363137,0.0006905097
ERR2261979,0.0066058827,0.03616519,0.25656885,0.020406112,0.009558057,0.01594459,0.6547513
ERR2003090,0.00030720385,0.0005697137,0.002074541,0.9942188,0.00040392706,0.0017353966,0.00069037534
ERR3605937,0.00392459,0.038473755,0.014420453,0.30986547,0.008841515,0.62089705,0.003577187
SRR996136,0.00030720385,0.0005697137,0.0020745392,0.9942188,0.00040392706,0.0017353949,0.00069037534
SRR6028250,0.009284292,0.025455277,0.006961477,0.37060982,0.017567335,0.5653599,0.004761956
SRR3633391,0.0014728035,0.98811495,0.001988395,0.0012354723,0.0021020372,0.0037213918,0.0013649295
SRR5566482,0.0022357565,0.019644333,0.0098867435,0.018771714,0.005349874,0.94294465,0.0011669336
SRR7584586,0.00571615,0.037897848,0.009434073,0.2975411,0.013415163,0.63074654,0.005249173
SRR2086941,0.00030720385,0.0005697137,0.002074541,0.9942188,0.0004039274,0.0017353966,0.00069037534
SRR6436904,0.00034324935,0.0006262782,0.0023219436,0.99328667,0.00045806626,0.0022195054,0.0007443173
SRR5178876,0.0014728035,0.98811495,0.001988395,0.0012354723,0.0021020372,0.0037213918,0.0013649295
SRR2053288,0.0014766731,0.9880973,0.0019914005,0.0012376779,0.002106095,0.0037232637,0.0013677451
ERR501350,0.0031419378,0.006835522,0.008149512,0.91312695,0.0042822137,0.062886685,0.0015771423
SRR3664283,0.0014730741,0.9881136,0.0019873646,0.0012355673,0.0021031692,0.0037212553,0.0013658976
SRR4826473,0.0014729456,0.9881136,0.0019886112,0.0012357199,0.002102282,0.0037219033,0.0013649458
SRR3503231,0.00030720534,0.0005697115,0.0020745492,0.9942188,0.00040392973,0.0017353966,0.00069037866
SRR5196289,0.00030783244,0.00056823634,0.0020744763,0.994221,0.00040428748,0.001732946,0.0006912017
ERR1593522,0.007307599,0.01592041,0.8067158,0.09018498,0.004138459,0.010638254,0.06509435
SRR8610723,0.010736163,0.12915681,0.021373523,0.08423112,0.017145524,0.73260266,0.004754226
ERR1912953,0.006074337,0.029063566,0.010674156,0.7569944,0.008829182,0.18609127,0.0022730958
ERR1428586,0.0023751582,0.0053406567,0.016007904,0.01076456,0.0069345664,0.0044992208,0.9540779
ERR441629,0.00030738613,0.0005698387,0.002075946,0.9942159,0.0004040395,0.0017360983,0.0006908271
ERR500443,0.00030720534,0.00056971423,0.00207455,0.9942188,0.00040392778,0.0017354016,0.00069037866
ERR107074,0.0003074346,0.00057006034,0.0020772151,0.9942105,0.0004043175,0.0017395244,0.00069104973
SRR3615223,0.00030734378,0.00056938484,0.0020745976,0.9942193,0.00040399889,0.0017348976,0.00069050275
ERR2168947,0.0014728028,0.98811495,0.001988393,0.0012354717,0.0021020372,0.0037213918,0.0013649301
SRR6931812,0.0010323166,0.005593265,0.0064248582,0.97848994,0.0006910443,0.0025211459,0.005247353
SRR062139,0.0014729991,0.9881142,0.0019885032,0.001235581,0.0021022712,0.0037214777,0.0013651008
SRR994523,0.00030720443,0.0005697132,0.002074541,0.9942188,0.0004039274,0.0017353966,0.0006903763
ERR1665722,0.0014730776,0.9881136,0.0019886007,0.0012354464,0.002102315,0.0037216318,0.0013652965
SRR6457150,0.001472836,0.9881146,0.0019884217,0.001235493,0.0021020735,0.0037214188,0.001364957
SRR5803453,0.0073486995,0.01586503,0.80639553,0.09035834,0.004154586,0.0107039865,0.065173894
ERR2043598,0.007311246,0.015884072,0.8068056,0.090021096,0.0041458076,0.010653191,0.06517895
ERR2511365,0.0003120426,0.0005745659,0.0021148631,0.99411005,0.00040887448,0.0017781755,0.00070139684
ERR2739090,0.00031021316,0.0005665296,0.0020875824,0.99420136,0.00040536918,0.0017330697,0.00069578376
SRR8605448,0.032959197,0.053641282,0.06318579,0.3582712,0.23805292,0.13313968,0.12074996
SRR5626920,0.0014957348,0.98801196,0.0020153623,0.0012587927,0.0021177432,0.0037356352,0.0013648556
SRR6866687,0.0033032265,0.0060710805,0.006070212,0.9034848,0.007007838,0.06687385,0.0071890266
ERR923948,0.0014746997,0.98810273,0.0019922007,0.0012347751,0.0021038263,0.003724268,0.0013673566
SRR2145385,0.00031400364,0.00054808403,0.0020731457,0.99427235,0.00040548263,0.0016907634,0.0006962111
SRR5181182,0.0014728035,0.98811495,0.001988395,0.0012354723,0.0021020372,0.0037213918,0.0013649295
SRR6264400,0.0003073411,0.0005697992,0.0020757213,0.9942163,0.00040402272,0.001736099,0.0006907398
ERR2002119,0.00030720443,0.0005697137,0.0020745432,0.9942188,0.0004039274,0.0017353974,0.000690377
ERR1689761,0.0023847728,0.0053500724,0.016011912,0.010745452,0.0069593545,0.0045215017,0.95402694
ERR1263769,0.002246113,0.024984345,0.010786587,0.025031716,0.005716581,0.92978483,0.0014497888
ERR1383951,0.00030782173,0.0005699816,0.002079259,0.9942092,0.00040435517,0.0017375343,0.000691907
SRR6414196,0.000307212,0.00056971196,0.002074674,0.9942186,0.00040395276,0.0017354458,0.00069041474
SRR3737388,0.0014852519,0.9880532,0.0020032611,0.001233298,0.0021112193,0.0037342152,0.0013794681
ERR1310120,0.00030948015,0.00056971645,0.0020888976,0.99419034,0.00040532314,0.0017408467,0.0006952939
SRR4006937,0.0014728063,0.98811483,0.0019883986,0.0012354769,0.00210204,0.003721402,0.0013649298
SRR6931681,0.0003228559,0.0005589121,0.002151167,0.9940988,0.00041126355,0.0017367763,0.00072022434
SRR8605622,0.0036901436,0.013310951,0.011655608,0.6614972,0.011329641,0.28508282,0.013433604
ERR1971294,0.00030820043,0.0005691593,0.002080144,0.9942094,0.0004045246,0.0017361301,0.00069243927
SRR1949304,0.00032336533,0.0005944933,0.0021145877,0.9939985,0.00042476755,0.0018420013,0.00070218183
SRR1207210,0.0040414217,0.012124989,0.0070694257,0.8680807,0.009367389,0.09168943,0.0076267347
