,root:Host-associated,Unknown
ERR209321,0.9929764,0.007023573
ERR719266,0.9929764,0.007023573
SRR6394027,0.9929764,0.007023573
ERR499916,0.9929764,0.007023573
DRR050829,0.9929764,0.007023573
SRR1630990,0.9929764,0.007023573
ERR1383126,0.9929764,0.007023573
ERR579819,0.9929764,0.007023573
ERR2511346,0.9929764,0.007023573
SRR919861,0.9929764,0.007023573
ERR1382780,0.9929764,0.007023573
SRR920247,0.9929764,0.007023573
ERR450794,0.9929764,0.007023573
SRR7453353,0.9929764,0.007023573
SRR6408644,0.9929764,0.007023573
ERR2002165,0.9929764,0.007023573
ERR1311308,0.9929764,0.007023573
SRR6932354,0.9929764,0.007023573
ERR2738783,0.9929764,0.007023573
DRR029248,0.9929764,0.007023573
SRR3419354,0.9929764,0.007023573
ERR2531877,0.99297607,0.0070239305
ERR1529654,0.9929764,0.007023573
SRR1617991,0.9929764,0.007023573
SRR1632789,0.9929764,0.007023573
SRR6264279,0.9929764,0.007023573
ERR2784763,0.9929764,0.007023573
SRR1582756,0.9929764,0.007023573
DRR048134,0.9929763,0.007023692
SRR6414138,0.9929764,0.007023573
SRR3501975,0.9929764,0.007023573
ERR1382637,0.9929764,0.007023573
ERR2739383,0.9929764,0.007023573
ERR981243,0.9929764,0.007023573
SRR6444082,0.9929764,0.007023573
SRR7448875,0.9929764,0.007023573
SRR6932245,0.9929764,0.007023573
ERR1310980,0.9929764,0.007023573
DRR042867,0.9929763,0.007023692
ERR579837,0.9929764,0.007023573
SRR6413975,0.9929764,0.007023573
SRR2155026,0.9929764,0.007023573
SRR1949054,0.9929764,0.007023573
ERR1109635,0.99297637,0.0070236325
SRR1617995,0.9929764,0.007023573
SRR6408932,0.9929763,0.007023692
SRR1617805,0.9929764,0.007023573
ERR1912948,0.9929764,0.007023573
SRR6386283,0.9929764,0.007023573
SRR3094998,0.9929764,0.007023573
ERR1384354,0.9929764,0.007023573
ERR2261894,0.9929764,0.007023573
SRR5483107,0.9929764,0.007023573
SRR6414201,0.9929764,0.007023573
ERR209839,0.9929764,0.007023573
ERR2538487,0.9929764,0.007023573
ERR2510958,0.9929764,0.007023573
SRR2086786,0.9929764,0.007023573
SRR6412204,0.9929764,0.007023573
ERR1913018,0.9929764,0.007023573
SRR6367330,0.9929764,0.007023573
ERR1971226,0.9929764,0.007023573
ERR1313327,0.9929764,0.007023573
SRR1923914,0.9929764,0.007023573
ERR1384781,0.9929764,0.007023573
ERR1385440,0.9929764,0.007023573
SRR6931628,0.9929764,0.007023573
SRR6054463,0.9929764,0.007023573
SRR2086929,0.9929764,0.007023573
DRR050838,0.9929764,0.007023573
DRR042963,0.9929764,0.007023573
ERR1529701,0.9929764,0.007023573
SRR7453476,0.9929764,0.007023573
ERR444007,0.9929764,0.007023573
ERR451373,0.9929764,0.007023573
SRR1922934,0.9929764,0.007023573
ERR499040,0.9929764,0.007023573
SRR6757644,0.9929764,0.007023573
DRR047499,0.9929764,0.007023573
ERR719345,0.9929764,0.007023573
SRR1948859,0.9929764,0.007023573
ERR1385524,0.9929764,0.007023573
SRR1922980,0.9929764,0.007023573
SRR6436913,0.9929764,0.007023573
SRR5468022,0.9929764,0.007023573
SRR6411977,0.9929764,0.007023573
SRR3094717,0.9929764,0.007023573
SRR6931875,0.9929764,0.007023573
ERR579405,0.9929764,0.007023573
SRR6408959,0.9929764,0.007023573
DRR068167,0.9929764,0.007023573
SRR1704390,0.9929764,0.007023573
SRR2046641,0.9929764,0.007023573
SRR2145482,0.9929764,0.007023573
SRR1743142,0.9929764,0.007023573
ERR1913118,0.9929764,0.007023573
DRR030561,0.9929764,0.007023573
ERR1383209,0.9929764,0.007023573
ERR2806340,0.9929764,0.007023573
SRR6264333,0.9929764,0.007023573
ERR1383546,0.9929764,0.007023573
ERR209315,0.9929764,0.007023573
SRR5156066,0.9929764,0.007023573
ERR531811,0.9929764,0.007023573
ERR1314417,0.9929764,0.007023573
SRR1515176,0.9929764,0.007023573
ERR1384227,0.9929764,0.007023573
ERR209591,0.9929764,0.007023573
ERR883545,0.9929764,0.007023573
SRR2761058,0.9929764,0.007023573
SRR994717,0.9929764,0.007023573
SRR1661375,0.9929764,0.007023573
SRR6239886,0.9929764,0.007023573
SRR3503376,0.9929764,0.007023573
SRR5165699,0.9929764,0.007023573
ERR522633,0.9929764,0.007023573
ERR532153,0.9929764,0.007023573
ERR2002072,0.9929764,0.007023573
ERR441938,0.9929764,0.007023573
ERR1309835,0.9929764,0.007023573
ERR441360,0.9929764,0.007023573
DRR042815,0.9929764,0.007023573
ERR441919,0.9929764,0.007023573
ERR2002352,0.9929764,0.007023573
ERR499931,0.9929764,0.007023573
ERR1383456,0.9929764,0.007023573
ERR1811121,0.9929764,0.007023573
ERR499757,0.9929764,0.007023573
SRR986774,0.9929764,0.007023573
ERR522447,0.9929764,0.007023573
ERR1311282,0.9929764,0.007023573
SRR6409014,0.9929764,0.007023573
ERR2730312,0.9929764,0.007023573
ERR1315680,0.9929764,0.007023573
SRR5165707,0.9929764,0.007023573
SRR5483115,0.9929764,0.007023573
ERR2011916,0.9929764,0.007023573
ERR1624696,0.9929764,0.007023573
SRR5165817,0.9929764,0.007023573
SRR996513,0.9929764,0.007023573
ERR1385417,0.9929764,0.007023573
ERR1297718,0.9929764,0.007023573
SRR1948890,0.9929764,0.007023573
SRR7453968,0.9929764,0.007023573
DRR047579,0.9929764,0.007023573
ERR1701214,0.9929764,0.007023573
ERR1315583,0.9929764,0.007023573
SRR3503176,0.9929764,0.007023573
SRR6414045,0.9929764,0.007023573
ERR2730175,0.9929764,0.007023573
ERR1398263,0.9929764,0.007023573
SRR1583639,0.9929764,0.007023573
SRR2658735,0.9929764,0.007023573
ERR443245,0.9929764,0.007023573
ERR719462,0.9929764,0.007023573
ERR2730189,0.9929764,0.007023573
ERR1310838,0.9929764,0.007023573
SRR8356247,0.9929764,0.007023573
DRR060291,0.9929764,0.007023573
SRR2658009,0.9929764,0.007023573
SRR3053411,0.9929764,0.007023573
SRR1618129,0.9929764,0.007023573
SRR5699135,0.9929764,0.007023573
ERR1811105,0.9929764,0.007023573
SRR6444261,0.9929764,0.007023573
ERR1385497,0.9929764,0.007023573
ERR1382418,0.9929764,0.007023573
ERR1384141,0.9929764,0.007023573
ERR1913105,0.9929764,0.007023573
DRR050952,0.9929764,0.007023573
SRR2086726,0.9929764,0.007023573
SRR7449262,0.9929764,0.007023573
SRR8484785,0.9929764,0.007023573
SRR6264729,0.9929764,0.007023573
ERR1311517,0.9929764,0.007023573
SRR7453740,0.9929764,0.007023573
DRR044238,0.9929763,0.007023692
SRR6932510,0.9929764,0.007023573
SRR1461146,0.9929764,0.007023573
SRR994409,0.9929764,0.007023573
ERR2738976,0.9929764,0.007023573
ERR522519,0.9929764,0.007023573
SRR5687863,0.9929764,0.007023573
ERR1384183,0.9929764,0.007023573
DRR043012,0.9929764,0.007023573
ERR1313787,0.9929764,0.007023573
ERR719053,0.9929764,0.007023573
ERR1310242,0.9929764,0.007023573
SRR5869665,0.9929764,0.007023573
SRR505228,0.9929764,0.007023573
SRR3030592,0.9929764,0.007023573
SRR3094756,0.9929764,0.007023573
SRR7449359,0.9929764,0.007023573
ERR579702,0.9929764,0.007023573
SRR5155765,0.9929764,0.007023573
ERR1313855,0.9929764,0.007023573
SRR3094821,0.9929764,0.007023573
ERR1311019,0.9929764,0.007023573
SRR1289336,0.9929764,0.007023573
ERR1960741,0.9929764,0.007023573
ERR532190,0.9929764,0.007023573
SRR2658737,0.9929764,0.007023573
SRR2657997,0.9929764,0.007023573
DRR048237,0.9929764,0.007023573
SRR7453878,0.9929764,0.007023573
ERR365877,0.9929764,0.007023573
ERR720034,0.9929764,0.007023573
SRR3030618,0.9929764,0.007023573
ERR2249195,0.9929764,0.007023573
ERR1913310,0.9929764,0.007023573
ERR441484,0.9929764,0.007023573
ERR209879,0.9929764,0.007023573
SRR1525721,0.9929764,0.007023573
ERR1558908,0.99297595,0.0070240498
SRR2046620,0.9929763,0.007023692
ERR531993,0.9929764,0.007023573
DRR024055,0.9929764,0.007023573
ERR1885027,0.9929764,0.007023573
DRR047557,0.9929764,0.007023573
ERR2538456,0.9929764,0.007023573
DRR047749,0.9929764,0.007023573
ERR209460,0.9929764,0.007023573
SRR5868691,0.9929764,0.007023573
SRR6390408,0.9929764,0.007023573
ERR451338,0.9929764,0.007023573
SRR2154903,0.9929764,0.007023573
SRR1145398,0.99297595,0.0070240498
SRR1618222,0.9929764,0.007023573
ERR500920,0.9929764,0.007023573
ERR2001914,0.9929764,0.007023573
ERR1309968,0.9929764,0.007023573
ERR498562,0.9929764,0.007023573
SRR994807,0.9929764,0.007023573
SRR1633164,0.9929764,0.007023573
SRR3933910,0.9929764,0.007023573
ERR1960737,0.9929764,0.007023573
ERR499590,0.9929764,0.007023573
SRR6408679,0.9929764,0.007023573
SRR3732478,0.9929764,0.007023573
ERR499473,0.9929764,0.007023573
ERR444618,0.9929764,0.007023573
ERR1760141,0.9929764,0.007023573
SRR1618285,0.9929764,0.007023573
ERR531525,0.9929764,0.007023573
SRR1618341,0.9929764,0.007023573
ERR499781,0.9929764,0.007023573
ERR1611390,0.9929764,0.007023573
ERR2511506,0.9929764,0.007023573
ERR209421,0.9929764,0.007023573
SRR6931792,0.9929764,0.007023573
ERR2511822,0.9929764,0.007023573
ERR2003166,0.9929764,0.007023573
SRR5467648,0.9929764,0.007023573
ERR441495,0.9929764,0.007023573
ERR2511618,0.9929764,0.007023573
SRR6932005,0.9929764,0.007023573
ERR498726,0.9929764,0.007023573
DRR041975,0.9929764,0.007023573
ERR2003110,0.9929764,0.007023573
ERR498482,0.9929764,0.007023573
SRR7453943,0.9929764,0.007023573
SRR1622916,0.9929764,0.007023573
ERR2730222,0.9929764,0.007023573
ERR500869,0.9929764,0.007023573
SRR6932039,0.9929764,0.007023573
ERR719299,0.9929764,0.007023573
SRR7448628,0.9929764,0.007023573
SRR5942112,0.9929764,0.007023573
ERR531718,0.9929764,0.007023573
SRR1618292,0.9929764,0.007023573
SRR6264877,0.9929764,0.007023573
SRR6932041,0.9929764,0.007023573
SRR1922880,0.9929764,0.007023573
SRR6932285,0.9929764,0.007023573
ERR531515,0.9929764,0.007023573
ERR1384420,0.9929764,0.007023573
ERR3040033,0.9929764,0.007023573
ERR1314276,0.9929764,0.007023573
SRR6408558,0.9929764,0.007023573
ERR1111238,0.9929764,0.007023573
ERR1383421,0.9929764,0.007023573
SRR5165928,0.9929764,0.007023573
SRR346819,0.99297535,0.007024646
ERR2511679,0.9929764,0.007023573
SRR5155830,0.9929764,0.007023573
SRR388087,0.9929764,0.007023573
SRR5869480,0.9929764,0.007023573
ERR1297740,0.9929764,0.007023573
SRR6932120,0.9929764,0.007023573
SRR6409226,0.9929764,0.007023573
ERR2511068,0.9929764,0.007023573
ERR209459,0.9929764,0.007023573
ERR1383199,0.9929764,0.007023573
SRR6409079,0.9929764,0.007023573
ERR209828,0.9929764,0.007023573
SRR3037240,0.9929764,0.007023573
ERR2730197,0.9929764,0.007023573
ERR1020429,0.9929763,0.007023692
ERR1384778,0.9929764,0.007023573
ERR1310354,0.9929764,0.007023573
SRR5467516,0.9929764,0.007023573
ERR531760,0.9929764,0.007023573
ERR441866,0.9929764,0.007023573
ERR499842,0.9929764,0.007023573
SRR3094957,0.9929764,0.007023573
ERR2624770,0.9929764,0.007023573
SRR3647834,0.9929764,0.007023573
ERR209604,0.9929764,0.007023573
ERR1310384,0.9929764,0.007023573
ERR1529680,0.9929764,0.007023573
SRR6931738,0.9929764,0.007023573
SRR2145412,0.9929764,0.007023573
ERR532169,0.9929764,0.007023573
ERR1811346,0.9929764,0.007023573
ERR1385564,0.9929764,0.007023573
SRR1618062,0.9929764,0.007023573
SRR2163515,0.9929763,0.007023692
SRR6932501,0.9929764,0.007023573
SRR6408634,0.9929764,0.007023573
SRR6408929,0.9929764,0.007023573
SRR996145,0.9929764,0.007023573
ERR499674,0.9929764,0.007023573
ERR1913088,0.9929764,0.007023573
ERR498805,0.9929764,0.007023573
SRR6411664,0.9929762,0.0070238113
SRR7454034,0.9929764,0.007023573
SRR504940,0.9929764,0.007023573
SRR3362209,0.9929764,0.007023573
ERR1314044,0.9929764,0.007023573
ERR2739254,0.9929764,0.007023573
ERR1383757,0.9929764,0.007023573
ERR1759916,0.9929764,0.007023573
ERR107100,0.9929764,0.007023573
SRR1631080,0.9929764,0.007023573
ERR1912974,0.9929764,0.007023573
ERR1385014,0.9929764,0.007023573
SRR3361552,0.9929764,0.007023573
SRR5869083,0.9929764,0.007023573
SRR1299229,0.9929761,0.007023871
SRR3201966,0.9929764,0.007023573
DRR060330,0.9929764,0.007023573
SRR6367212,0.9929764,0.007023573
SRR6394032,0.9929764,0.007023573
SRR1715637,0.9929764,0.007023573
SRR3361528,0.9929764,0.007023573
SRR1624823,0.9929764,0.007023573
ERR209715,0.9929764,0.007023573
SRR3094858,0.9929764,0.007023573
ERR1297739,0.9929764,0.007023573
SRR6411972,0.9929764,0.007023573
SRR7449188,0.9929764,0.007023573
SRR5869816,0.9929764,0.007023573
SRR5155945,0.9929764,0.007023573
SRR3095212,0.9929764,0.007023573
SRR6408977,0.9929764,0.007023573
SRR6413899,0.9929764,0.007023573
SRR3732494,0.9929764,0.007023573
SRR5831887,0.99297607,0.0070239305
SRR6931662,0.9929764,0.007023573
SRR1617881,0.9929764,0.007023573
SRR995297,0.9929764,0.007023573
ERR522562,0.9929764,0.007023573
ERR1382667,0.9929764,0.007023573
SRR1950724,0.9929764,0.007023573
SRR6932197,0.9929764,0.007023573
SRR6414228,0.9929764,0.007023573
DRR048140,0.9929764,0.007023573
SRR6932267,0.9929764,0.007023573
ERR1313694,0.9929764,0.007023573
SRR1660174,0.9929764,0.007023573
SRR3501985,0.9929764,0.007023573
SRR6412100,0.9929764,0.007023573
SRR7453515,0.9929764,0.007023573
ERR1310269,0.9929764,0.007023573
ERR451020,0.9929764,0.007023573
SRR6148417,0.9929764,0.007023573
ERR500285,0.9929764,0.007023573
SRR2761286,0.9929764,0.007023573
SRR6264772,0.9929764,0.007023573
SRR5156172,0.9929764,0.007023573
ERR1913100,0.9929764,0.007023573
ERR498634,0.9929764,0.007023573
SRR1743141,0.9929763,0.007023692
ERR521429,0.9929764,0.007023573
ERR1383573,0.9929764,0.007023573
SRR6264806,0.9929764,0.007023573
SRR3361681,0.9929764,0.007023573
ERR451359,0.9929764,0.007023573
ERR720111,0.9929764,0.007023573
SRR6444549,0.9929764,0.007023573
SRR7449361,0.9929764,0.007023573
SRR1631483,0.9929764,0.007023573
DRR030470,0.9929764,0.007023573
ERR441208,0.9929764,0.007023573
ERR2003114,0.9929764,0.007023573
SRR2010415,0.9929764,0.007023573
ERR1384671,0.9929764,0.007023573
SRR995086,0.9929764,0.007023573
ERR522484,0.9929764,0.007023573
ERR532087,0.9929764,0.007023573
ERR2511321,0.9929764,0.007023573
SRR6445011,0.9929764,0.007023573
ERR579442,0.9929764,0.007023573
SRR3581139,0.9929764,0.007023573
ERR1383403,0.9929764,0.007023573
ERR719314,0.9929764,0.007023573
SRR6239868,0.9929764,0.007023573
SRR1949029,0.9929764,0.007023573
ERR443462,0.9929764,0.007023573
SRR5196281,0.9929764,0.007023573
SRR6028386,0.9929764,0.007023573
ERR1384219,0.9929764,0.007023573
SRR1950773,0.9929764,0.007023573
SRR6932548,0.9929764,0.007023573
ERR719807,0.9929764,0.007023573
SRR6367311,0.9929764,0.007023573
ERR2738836,0.9929764,0.007023573
ERR720004,0.9929764,0.007023573
SRR505005,0.9929764,0.007023573
ERR531613,0.9929764,0.007023573
ERR2730163,0.9929764,0.007023573
ERR1382473,0.9929764,0.007023573
ERR532010,0.9929764,0.007023573
SRR7453405,0.9929764,0.007023573
SRR3419405,0.9929764,0.007023573
SRR2086794,0.9929764,0.007023573
SRR1618164,0.9929764,0.007023573
